species,size_class,size_min,size_max,std_mk,name,value
Hyperlophus vittatus,5,3.75,6.25,0.721223524,lbspr,0.3154385229275966
Hyperlophus vittatus,5,3.75,6.25,0.721223524,rls_obs,0.8147587102358796
Hyperlophus vittatus,5,3.75,6.25,0.721223524,p_norm,0.2694150534566845
Hyperlophus vittatus,5,3.75,6.25,0.721223524,p_lnorm,0.3608478092868957
Hyperlophus vittatus,5,3.75,6.25,0.721223524,lbspr_mk15,0.35405648154523095
Hyperlophus vittatus,7.5,6.25,8.75,0.721223524,lbspr,0.35686364025451534
Hyperlophus vittatus,7.5,6.25,8.75,0.721223524,rls_obs,0.02813243886604631
Hyperlophus vittatus,7.5,6.25,8.75,0.721223524,p_norm,0.3876467165470775
Hyperlophus vittatus,7.5,6.25,8.75,0.721223524,p_lnorm,0.37841779906133616
Hyperlophus vittatus,7.5,6.25,8.75,0.721223524,lbspr_mk15,0.16355175284316734
Hyperlophus vittatus,10,8.75,11.25,0.721223524,lbspr,0.06145784356658946
Hyperlophus vittatus,10,8.75,11.25,0.721223524,rls_obs,0.04328067517853278
Hyperlophus vittatus,10,8.75,11.25,0.721223524,p_norm,0.21447967265602208
Hyperlophus vittatus,10,8.75,11.25,0.721223524,p_lnorm,0.16038379384191537
Hyperlophus vittatus,10,8.75,11.25,0.721223524,lbspr_mk15,0.01040251863628113
Hyperlophus vittatus,20,17.5,22.5,0.721223524,lbspr,0
Hyperlophus vittatus,20,17.5,22.5,0.721223524,rls_obs,0.02164033758926639
Hyperlophus vittatus,20,17.5,22.5,0.721223524,p_norm,1.3020812801967097e-5
Hyperlophus vittatus,20,17.5,22.5,0.721223524,p_lnorm,0.00203428047537335
Hyperlophus vittatus,20,17.5,22.5,0.721223524,lbspr_mk15,0
Hyperlophus vittatus,25,22.5,27.5,0.721223524,lbspr,0
Hyperlophus vittatus,25,22.5,27.5,0.721223524,rls_obs,2.1640337589266391e-4
Hyperlophus vittatus,25,22.5,27.5,0.721223524,p_norm,2.0853352378225054e-10
Hyperlophus vittatus,25,22.5,27.5,0.721223524,p_lnorm,1.4091739776889156e-4
Hyperlophus vittatus,25,22.5,27.5,0.721223524,lbspr_mk15,0
Scomber australasicus,2.5,1.25,3.75,1.080637747,lbspr,0.05571846578339639
Scomber australasicus,2.5,1.25,3.75,1.080637747,rls_obs,0
Scomber australasicus,2.5,1.25,3.75,1.080637747,p_norm,0.00330550217455264
Scomber australasicus,2.5,1.25,3.75,1.080637747,p_lnorm,5.4014649608192494e-9
Scomber australasicus,2.5,1.25,3.75,1.080637747,lbspr_mk15,0.07647276425526224
Scomber australasicus,5,3.75,6.25,1.080637747,lbspr,0.05547137256061439
Scomber australasicus,5,3.75,6.25,1.080637747,rls_obs,0
Scomber australasicus,5,3.75,6.25,1.080637747,p_norm,0.00666764315184596
Scomber australasicus,5,3.75,6.25,1.080637747,p_lnorm,1.5015673732310092e-5
Scomber australasicus,5,3.75,6.25,1.080637747,lbspr_mk15,0.07439558507752753
Scomber australasicus,7.5,6.25,8.75,1.080637747,lbspr,0.05521160789051024
Scomber australasicus,7.5,6.25,8.75,1.080637747,rls_obs,0.01152870647913304
Scomber australasicus,7.5,6.25,8.75,1.080637747,p_norm,0.01244054063409451
Scomber australasicus,7.5,6.25,8.75,1.080637747,p_lnorm,7.85186753701963e-4
Scomber australasicus,7.5,6.25,8.75,1.080637747,lbspr_mk15,0.07225908873739645
Scomber australasicus,10,8.75,11.25,1.080637747,lbspr,0.10957950858015376
Scomber australasicus,10,8.75,11.25,1.080637747,rls_obs,0.00876181692414111
Scomber australasicus,10,8.75,11.25,1.080637747,p_norm,0.02147035474904898
Scomber australasicus,10,8.75,11.25,1.080637747,p_lnorm,0.00748760989919278
Scomber australasicus,10,8.75,11.25,1.080637747,lbspr_mk15,0.13783582950737636
Scomber australasicus,12.5,11.25,13.75,1.080637747,lbspr,0.05433199825556408
Scomber australasicus,12.5,11.25,13.75,1.080637747,rls_obs,0.12451002997463684
Scomber australasicus,12.5,11.25,13.75,1.080637747,p_norm,0.03427466180364989
Scomber australasicus,12.5,11.25,13.75,1.080637747,p_lnorm,0.02849825703042415
Scomber australasicus,12.5,11.25,13.75,1.080637747,lbspr_mk15,0.0654235946416111
Scomber australasicus,15,13.75,17.5,1.080637747,lbspr,0.1076365533240902
Scomber australasicus,15,13.75,17.5,1.080637747,rls_obs,0.6204749827069402
Scomber australasicus,15,13.75,17.5,1.080637747,p_norm,0.0828089923652958
Scomber australasicus,15,13.75,17.5,1.080637747,p_lnorm,0.10775952366795512
Scomber australasicus,15,13.75,17.5,1.080637747,lbspr_mk15,0.1234077386248556
Scomber australasicus,20,17.5,22.5,1.080637747,lbspr,0.1060674057640302
Scomber australasicus,20,17.5,22.5,1.080637747,rls_obs,0.16094074244869724
Scomber australasicus,20,17.5,22.5,1.080637747,p_norm,0.17379632330296044
Scomber australasicus,20,17.5,22.5,1.080637747,p_lnorm,0.2374383520444368
Scomber australasicus,20,17.5,22.5,1.080637747,lbspr_mk15,0.11273819885054125
Scomber australasicus,25,22.5,27.5,1.080637747,lbspr,0.15536672752481226
Scomber australasicus,25,22.5,27.5,1.080637747,rls_obs,0.03089693336407655
Scomber australasicus,25,22.5,27.5,1.080637747,p_norm,0.21855234903648105
Scomber australasicus,25,22.5,27.5,1.080637747,p_lnorm,0.2383844987776629
Scomber australasicus,25,22.5,27.5,1.080637747,lbspr_mk15,0.14638936432493294
Scomber australasicus,30,27.5,32.5,1.080637747,lbspr,0.10008331476614316
Scomber australasicus,30,27.5,32.5,1.080637747,rls_obs,0.04288678810237491
Scomber australasicus,30,27.5,32.5,1.080637747,p_norm,0.2024203726956174
Scomber australasicus,30,27.5,32.5,1.080637747,p_lnorm,0.17110160029769583
Scomber australasicus,30,27.5,32.5,1.080637747,lbspr_mk15,0.07952382339015916
Scomber australasicus,35,32.5,37.5,1.080637747,lbspr,0.12976723607223148
Scomber australasicus,35,32.5,37.5,1.080637747,rls_obs,0
Scomber australasicus,35,32.5,37.5,1.080637747,p_norm,0.13807921454362548
Scomber australasicus,35,32.5,37.5,1.080637747,p_lnorm,0.10181595199558956
Scomber australasicus,35,32.5,37.5,1.080637747,lbspr_mk15,0.08080830957950602
Scomber australasicus,40,37.5,45,1.080637747,lbspr,0.0681607710998077
Scomber australasicus,40,37.5,45,1.080637747,rls_obs,0
Scomber australasicus,40,37.5,45,1.080637747,p_norm,0.08584113854254571
Scomber australasicus,40,37.5,45,1.080637747,p_lnorm,0.07042212712584839
Scomber australasicus,40,37.5,45,1.080637747,lbspr_mk15,0.03004360350683064
Scomber australasicus,50,45,56.25,1.080637747,lbspr,0.00260503837864607
Scomber australasicus,50,45,56.25,1.080637747,rls_obs,0
Scomber australasicus,50,45,56.25,1.080637747,p_norm,0.01740989567523898
Scomber australasicus,50,45,56.25,1.080637747,p_lnorm,0.02953826450731933
Scomber australasicus,50,45,56.25,1.080637747,lbspr_mk15,7.02099504000673e-4
Lutjanus gibbus,2.5,1.25,3.75,0.575960035,lbspr,0.03816899188145346
Lutjanus gibbus,2.5,1.25,3.75,0.575960035,rls_obs,0
Lutjanus gibbus,2.5,1.25,3.75,0.575960035,p_norm,0.00454385353134665
Lutjanus gibbus,2.5,1.25,3.75,0.575960035,p_lnorm,1.0173384519624189e-7
Lutjanus gibbus,2.5,1.25,3.75,0.575960035,lbspr_mk15,0.09630260028565868
Lutjanus gibbus,5,3.75,6.25,0.575960035,lbspr,0.03933159927484827
Lutjanus gibbus,5,3.75,6.25,0.575960035,rls_obs,5.119672340970178e-4
Lutjanus gibbus,5,3.75,6.25,0.575960035,p_norm,0.01016791982974566
Lutjanus gibbus,5,3.75,6.25,0.575960035,p_lnorm,1.3016730720019274e-4
Lutjanus gibbus,5,3.75,6.25,0.575960035,lbspr_mk15,0.09296001987955715
Lutjanus gibbus,7.5,6.25,8.75,0.575960035,lbspr,0.04062488332441413
Lutjanus gibbus,7.5,6.25,8.75,0.575960035,rls_obs,5.119672340970178e-4
Lutjanus gibbus,7.5,6.25,8.75,0.575960035,p_norm,0.02038657776379447
Lutjanus gibbus,7.5,6.25,8.75,0.575960035,p_lnorm,0.00408457337291666
Lutjanus gibbus,7.5,6.25,8.75,0.575960035,lbspr_mk15,0.0894909931751985
Lutjanus gibbus,10,8.75,11.25,0.575960035,lbspr,0.0857954474742069
Lutjanus gibbus,10,8.75,11.25,0.575960035,rls_obs,0.00627159861768846
Lutjanus gibbus,10,8.75,11.25,0.575960035,p_norm,0.03662387198526716
Lutjanus gibbus,10,8.75,11.25,0.575960035,p_lnorm,0.02621498026325804
Lutjanus gibbus,10,8.75,11.25,0.575960035,lbspr_mk15,0.16798555653413996
Lutjanus gibbus,12.5,11.25,13.75,0.575960035,lbspr,0.04560822723633392
Lutjanus gibbus,12.5,11.25,13.75,0.575960035,rls_obs,0.02726225521566619
Lutjanus gibbus,12.5,11.25,13.75,0.575960035,p_norm,0.0589514785399423
Lutjanus gibbus,12.5,11.25,13.75,0.575960035,p_lnorm,0.07200650816380397
Lutjanus gibbus,12.5,11.25,13.75,0.575960035,lbspr_mk15,0.07814711092199143
Lutjanus gibbus,15,13.75,17.5,0.575960035,lbspr,0.09824602888161528
Lutjanus gibbus,15,13.75,17.5,0.575960035,rls_obs,0.28388583130679634
Lutjanus gibbus,15,13.75,17.5,0.575960035,p_norm,0.13717593504166692
Lutjanus gibbus,15,13.75,17.5,0.575960035,p_lnorm,0.19263019879412793
Lutjanus gibbus,15,13.75,17.5,0.575960035,lbspr_mk15,0.14350445365853123
Lutjanus gibbus,20,17.5,22.5,0.575960035,lbspr,0.111383181292081
Lutjanus gibbus,20,17.5,22.5,0.575960035,rls_obs,0.19403558172276977
Lutjanus gibbus,20,17.5,22.5,0.575960035,p_norm,0.25124392745316493
Lutjanus gibbus,20,17.5,22.5,0.575960035,p_lnorm,0.292465048177625
Lutjanus gibbus,20,17.5,22.5,0.575960035,lbspr_mk15,0.124402266357478
Lutjanus gibbus,25,22.5,27.5,0.575960035,lbspr,0.22005637764309097
Lutjanus gibbus,25,22.5,27.5,0.575960035,rls_obs,0.2969409957762703
Lutjanus gibbus,25,22.5,27.5,0.575960035,p_norm,0.24256235697500783
Lutjanus gibbus,25,22.5,27.5,0.575960035,p_lnorm,0.2086113061017234
Lutjanus gibbus,25,22.5,27.5,0.575960035,lbspr_mk15,0.14064676731792009
Lutjanus gibbus,30,27.5,32.5,0.575960035,lbspr,0.18469485963667745
Lutjanus gibbus,30,27.5,32.5,0.575960035,rls_obs,0.12287213618328428
Lutjanus gibbus,30,27.5,32.5,0.575960035,p_norm,0.15276361452467813
Lutjanus gibbus,30,27.5,32.5,0.575960035,p_lnorm,0.1125923190483662
Lutjanus gibbus,30,27.5,32.5,0.575960035,lbspr_mk15,0.04955595358651181
Lutjanus gibbus,35,32.5,37.5,0.575960035,lbspr,0.1306932500321506
Lutjanus gibbus,35,32.5,37.5,0.575960035,rls_obs,0.04530910021758607
Lutjanus gibbus,35,32.5,37.5,0.575960035,p_norm,0.06273997370766682
Lutjanus gibbus,35,32.5,37.5,0.575960035,p_lnorm,0.05253906901074368
Lutjanus gibbus,35,32.5,37.5,0.575960035,lbspr_mk15,0.01681845720122664
Lutjanus gibbus,40,37.5,45,0.575960035,lbspr,0.0053971533231281
Lutjanus gibbus,40,37.5,45,0.575960035,rls_obs,0.01510303340586202
Lutjanus gibbus,40,37.5,45,0.575960035,p_norm,0.01893697538248118
Lutjanus gibbus,40,37.5,45,0.575960035,p_lnorm,0.02847150393043063
Lutjanus gibbus,40,37.5,45,0.575960035,lbspr_mk15,1.8582108178656523e-4
Lutjanus gibbus,50,45,56.25,0.575960035,lbspr,0
Lutjanus gibbus,50,45,56.25,0.575960035,rls_obs,0.0072955330858825
Lutjanus gibbus,50,45,56.25,0.575960035,p_norm,0.00113846249969262
Lutjanus gibbus,50,45,56.25,0.575960035,p_lnorm,0.00886654647960727
Lutjanus gibbus,50,45,56.25,0.575960035,lbspr_mk15,0
Kyphosus bigibbus,2.5,1.25,3.75,0.479136388,lbspr,0.02108365797077191
Kyphosus bigibbus,2.5,1.25,3.75,0.479136388,rls_obs,0
Kyphosus bigibbus,2.5,1.25,3.75,0.479136388,p_norm,0.00264553050050746
Kyphosus bigibbus,2.5,1.25,3.75,0.479136388,p_lnorm,5.117366088391151e-10
Kyphosus bigibbus,2.5,1.25,3.75,0.479136388,lbspr_mk15,0.06449388211492607
Kyphosus bigibbus,5,3.75,6.25,0.479136388,lbspr,0.02159396046788615
Kyphosus bigibbus,5,3.75,6.25,0.479136388,rls_obs,0
Kyphosus bigibbus,5,3.75,6.25,0.479136388,p_norm,0.00496959163027144
Kyphosus bigibbus,5,3.75,6.25,0.479136388,p_lnorm,2.542144512376445e-6
Kyphosus bigibbus,5,3.75,6.25,0.479136388,lbspr_mk15,0.06303036504784411
Kyphosus bigibbus,7.5,6.25,8.75,0.479136388,lbspr,0.02214304595478107
Kyphosus bigibbus,7.5,6.25,8.75,0.479136388,rls_obs,4.388531304856641e-4
Kyphosus bigibbus,7.5,6.25,8.75,0.479136388,p_norm,0.00878802567591152
Kyphosus bigibbus,7.5,6.25,8.75,0.479136388,p_lnorm,1.9456866799552228e-4
Kyphosus bigibbus,7.5,6.25,8.75,0.479136388,lbspr_mk15,0.06153060648019349
Kyphosus bigibbus,10,8.75,11.25,0.479136388,lbspr,0.04611501605921959
Kyphosus bigibbus,10,8.75,11.25,0.479136388,rls_obs,0.0032182562902282
Kyphosus bigibbus,10,8.75,11.25,0.479136388,p_norm,0.01462935120074239
Kyphosus bigibbus,10,8.75,11.25,0.479136388,p_lnorm,0.00248689133688888
Kyphosus bigibbus,10,8.75,11.25,0.479136388,lbspr_mk15,0.11840950976974922
Kyphosus bigibbus,12.5,11.25,13.75,0.479136388,lbspr,0.02407811302383827
Kyphosus bigibbus,12.5,11.25,13.75,0.479136388,rls_obs,0.00789935634874195
Kyphosus bigibbus,12.5,11.25,13.75,0.479136388,p_norm,0.02292568670029727
Kyphosus bigibbus,12.5,11.25,13.75,0.479136388,p_lnorm,0.01204302510470185
Kyphosus bigibbus,12.5,11.25,13.75,0.479136388,lbspr_mk15,0.05679256324408331
Kyphosus bigibbus,15,13.75,17.5,0.479136388,lbspr,0.05053015326425198
Kyphosus bigibbus,15,13.75,17.5,0.479136388,rls_obs,0.03920421299005266
Kyphosus bigibbus,15,13.75,17.5,0.479136388,p_norm,0.05555099667111003
Kyphosus bigibbus,15,13.75,17.5,0.479136388,p_lnorm,0.05905243441362123
Kyphosus bigibbus,15,13.75,17.5,0.479136388,lbspr_mk15,0.10851771196747646
Kyphosus bigibbus,20,17.5,22.5,0.479136388,lbspr,0.05428495903801855
Kyphosus bigibbus,20,17.5,22.5,0.479136388,rls_obs,0.08382094792276185
Kyphosus bigibbus,20,17.5,22.5,0.479136388,p_norm,0.12274726898893704
Kyphosus bigibbus,20,17.5,22.5,0.479136388,p_lnorm,0.17183207282746454
Kyphosus bigibbus,20,17.5,22.5,0.479136388,lbspr_mk15,0.10137813635544812
Kyphosus bigibbus,25,22.5,27.5,0.479136388,lbspr,0.09077260818668093
Kyphosus bigibbus,25,22.5,27.5,0.479136388,rls_obs,0.10225277940315974
Kyphosus bigibbus,25,22.5,27.5,0.479136388,p_norm,0.17408676307828985
Kyphosus bigibbus,25,22.5,27.5,0.479136388,p_lnorm,0.2218542183082829
Kyphosus bigibbus,25,22.5,27.5,0.479136388,lbspr_mk15,0.13740964940611905
Kyphosus bigibbus,30,27.5,32.5,0.479136388,lbspr,0.06936643903773279
Kyphosus bigibbus,30,27.5,32.5,0.479136388,rls_obs,0.2988589818607373
Kyphosus bigibbus,30,27.5,32.5,0.479136388,p_norm,0.1946067723644923
Kyphosus bigibbus,30,27.5,32.5,0.479136388,p_lnorm,0.1965478738309434
Kyphosus bigibbus,30,27.5,32.5,0.479136388,lbspr_mk15,0.08068637138371115
Kyphosus bigibbus,35,32.5,37.5,0.479136388,lbspr,0.12851356026825583
Kyphosus bigibbus,35,32.5,37.5,0.479136388,rls_obs,0.14818607372732592
Kyphosus bigibbus,35,32.5,37.5,0.479136388,p_norm,0.17147237801957185
Kyphosus bigibbus,35,32.5,37.5,0.479136388,p_lnorm,0.1400162435505251
Kyphosus bigibbus,35,32.5,37.5,0.479136388,lbspr_mk15,0.10148153122471758
Kyphosus bigibbus,40,37.5,45,0.479136388,lbspr,0.2603940964124714
Kyphosus bigibbus,40,37.5,45,0.479136388,rls_obs,0.18490345231129315
Kyphosus bigibbus,40,37.5,45,0.479136388,p_norm,0.1575849770274289
Kyphosus bigibbus,40,37.5,45,0.479136388,p_lnorm,0.11630813327756896
Kyphosus bigibbus,40,37.5,45,0.479136388,lbspr_mk15,0.08389054640457666
Kyphosus bigibbus,50,45,56.25,0.479136388,lbspr,0.2037811373826177
Kyphosus bigibbus,50,45,56.25,0.479136388,rls_obs,0.07562902282036278
Kyphosus bigibbus,50,45,56.25,0.479136388,p_norm,0.06295439121317836
Kyphosus bigibbus,50,45,56.25,0.479136388,p_lnorm,0.06099157703181079
Kyphosus bigibbus,50,45,56.25,0.479136388,lbspr_mk15,0.02221817170157043
Kyphosus bigibbus,62.5,56.25,68.75,0.479136388,lbspr,0.0073432529334739
Kyphosus bigibbus,62.5,56.25,68.75,0.479136388,rls_obs,0.05105324751316559
Kyphosus bigibbus,62.5,56.25,68.75,0.479136388,p_norm,0.00455908386930714
Kyphosus bigibbus,62.5,56.25,68.75,0.479136388,p_lnorm,0.01508431491082751
Kyphosus bigibbus,62.5,56.25,68.75,0.479136388,lbspr_mk15,1.6095489958439525e-4
Kyphosus bigibbus,75,68.75,81.25,0.479136388,lbspr,0
Kyphosus bigibbus,75,68.75,81.25,0.479136388,rls_obs,0.00453481568168519
Kyphosus bigibbus,75,68.75,81.25,0.479136388,p_norm,6.259983841605532e-5
Kyphosus bigibbus,75,68.75,81.25,0.479136388,p_lnorm,0.00288409752658214
Kyphosus bigibbus,75,68.75,81.25,0.479136388,lbspr_mk15,0
Gerres subfasciatus,2.5,1.25,3.75,0.599070759,lbspr,0.10502633069953136
Gerres subfasciatus,2.5,1.25,3.75,0.599070759,rls_obs,7.347538574577516e-4
Gerres subfasciatus,2.5,1.25,3.75,0.599070759,p_norm,0.02013670346123736
Gerres subfasciatus,2.5,1.25,3.75,0.599070759,p_lnorm,7.460653671429331e-4
Gerres subfasciatus,2.5,1.25,3.75,0.599070759,lbspr_mk15,0.24197094680657488
Gerres subfasciatus,5,3.75,6.25,0.599070759,lbspr,0.114211330765413
Gerres subfasciatus,5,3.75,6.25,0.599070759,rls_obs,0.01557678177810433
Gerres subfasciatus,5,3.75,6.25,0.599070759,p_norm,0.0691840135753773
Gerres subfasciatus,5,3.75,6.25,0.599070759,p_lnorm,0.05062098352964031
Gerres subfasciatus,5,3.75,6.25,0.599070759,lbspr_mk15,0.21814156608236795
Gerres subfasciatus,7.5,6.25,8.75,0.599070759,lbspr,0.1271548789754086
Gerres subfasciatus,7.5,6.25,8.75,0.599070759,rls_obs,0.08185157972079353
Gerres subfasciatus,7.5,6.25,8.75,0.599070759,p_norm,0.15809947058654625
Gerres subfasciatus,7.5,6.25,8.75,0.599070759,p_lnorm,0.218100140966808
Gerres subfasciatus,7.5,6.25,8.75,0.599070759,lbspr_mk15,0.1912693839590789
Gerres subfasciatus,10,8.75,11.25,0.599070759,lbspr,0.34152059240779864
Gerres subfasciatus,10,8.75,11.25,0.599070759,rls_obs,0.19544452608376195
Gerres subfasciatus,10,8.75,11.25,0.599070759,p_norm,0.24042024678894056
Gerres subfasciatus,10,8.75,11.25,0.599070759,p_lnorm,0.2883423179833503
Gerres subfasciatus,10,8.75,11.25,0.599070759,lbspr_mk15,0.27764425506965085
Gerres subfasciatus,12.5,11.25,13.75,0.599070759,lbspr,0.21582389395689583
Gerres subfasciatus,12.5,11.25,13.75,0.599070759,rls_obs,0.23306392358559885
Gerres subfasciatus,12.5,11.25,13.75,0.599070759,p_norm,0.24335369411816776
Gerres subfasciatus,12.5,11.25,13.75,0.599070759,p_lnorm,0.21620729395387303
Gerres subfasciatus,12.5,11.25,13.75,0.599070759,lbspr_mk15,0.05874957036857322
Gerres subfasciatus,15,13.75,17.5,0.599070759,lbspr,0.09626297319495258
Gerres subfasciatus,15,13.75,17.5,0.599070759,rls_obs,0.3354886113152094
Gerres subfasciatus,15,13.75,17.5,0.599070759,p_norm,0.2099953383241052
Gerres subfasciatus,15,13.75,17.5,0.599070759,p_lnorm,0.15671832753462556
Gerres subfasciatus,15,13.75,17.5,0.599070759,lbspr_mk15,0.01222427771375427
Gerres subfasciatus,20,17.5,22.5,0.599070759,lbspr,0
Gerres subfasciatus,20,17.5,22.5,0.599070759,rls_obs,0.12343864805290228
Gerres subfasciatus,20,17.5,22.5,0.599070759,p_norm,0.05251799264463619
Gerres subfasciatus,20,17.5,22.5,0.599070759,p_lnorm,0.0567560893732203
Gerres subfasciatus,20,17.5,22.5,0.599070759,lbspr_mk15,0
Gerres subfasciatus,25,22.5,27.5,0.599070759,lbspr,0
Gerres subfasciatus,25,22.5,27.5,0.599070759,rls_obs,0.01440117560617193
Gerres subfasciatus,25,22.5,27.5,0.599070759,p_norm,0.00183781460047183
Gerres subfasciatus,25,22.5,27.5,0.599070759,p_lnorm,0.01030802835522948
Gerres subfasciatus,25,22.5,27.5,0.599070759,lbspr_mk15,0
Acanthurus lineatus,2.5,1.25,3.75,0.458266055,lbspr,0.05635164029953982
Acanthurus lineatus,2.5,1.25,3.75,0.458266055,rls_obs,0
Acanthurus lineatus,2.5,1.25,3.75,0.458266055,p_norm,0.0111899113202677
Acanthurus lineatus,2.5,1.25,3.75,0.458266055,p_lnorm,4.760261595469644e-5
Acanthurus lineatus,2.5,1.25,3.75,0.458266055,lbspr_mk15,0.17258957128607078
Acanthurus lineatus,5,3.75,6.25,0.458266055,lbspr,0.06070808553287495
Acanthurus lineatus,5,3.75,6.25,0.458266055,rls_obs,3.527959075674722e-4
Acanthurus lineatus,5,3.75,6.25,0.458266055,p_norm,0.03319233979099941
Acanthurus lineatus,5,3.75,6.25,0.458266055,p_lnorm,0.00913853475688144
Acanthurus lineatus,5,3.75,6.25,0.458266055,lbspr_mk15,0.16118039211509994
Acanthurus lineatus,7.5,6.25,8.75,0.458266055,lbspr,0.06621207192240516
Acanthurus lineatus,7.5,6.25,8.75,0.458266055,rls_obs,0.00423355089080966
Acanthurus lineatus,7.5,6.25,8.75,0.458266055,p_norm,0.07626603342990837
Acanthurus lineatus,7.5,6.25,8.75,0.458266055,p_lnorm,0.08082068049729095
Acanthurus lineatus,7.5,6.25,8.75,0.458266055,lbspr_mk15,0.1488813868980214
Acanthurus lineatus,10,8.75,11.25,0.458266055,lbspr,0.15728893928243937
Acanthurus lineatus,10,8.75,11.25,0.458266055,rls_obs,0.03210442758863997
Acanthurus lineatus,10,8.75,11.25,0.458266055,p_norm,0.13575525054156645
Acanthurus lineatus,10,8.75,11.25,0.458266055,p_lnorm,0.19065721718753112
Acanthurus lineatus,10,8.75,11.25,0.458266055,lbspr_mk15,0.25587350270793474
Acanthurus lineatus,12.5,11.25,13.75,0.458266055,lbspr,0.10049617995129792
Acanthurus lineatus,12.5,11.25,13.75,0.458266055,rls_obs,0.08043746692538367
Acanthurus lineatus,12.5,11.25,13.75,0.458266055,p_norm,0.18721905721504828
Acanthurus lineatus,12.5,11.25,13.75,0.458266055,p_lnorm,0.22964865144611
Acanthurus lineatus,12.5,11.25,13.75,0.458266055,lbspr_mk15,0.10308492750639268
Acanthurus lineatus,15,13.75,17.5,0.458266055,lbspr,0.32524790573738993
Acanthurus lineatus,15,13.75,17.5,0.458266055,rls_obs,0.13847239372023284
Acanthurus lineatus,15,13.75,17.5,0.458266055,p_norm,0.2895001095057539
Acanthurus lineatus,15,13.75,17.5,0.458266055,p_lnorm,0.2645629874383274
Acanthurus lineatus,15,13.75,17.5,0.458266055,lbspr_mk15,0.13253556641805966
Acanthurus lineatus,20,17.5,22.5,0.458266055,lbspr,0.2256644947607903
Acanthurus lineatus,20,17.5,22.5,0.458266055,rls_obs,0.2922914094196507
Acanthurus lineatus,20,17.5,22.5,0.458266055,p_norm,0.21425862754665448
Acanthurus lineatus,20,17.5,22.5,0.458266055,p_lnorm,0.16021831759679106
Acanthurus lineatus,20,17.5,22.5,0.458266055,lbspr_mk15,0.02568426084682567
Acanthurus lineatus,25,22.5,27.5,0.458266055,lbspr,0.00803068251326252
Acanthurus lineatus,25,22.5,27.5,0.458266055,rls_obs,0.3321573469747751
Acanthurus lineatus,25,22.5,27.5,0.458266055,p_norm,0.0452750047262298
Acanthurus lineatus,25,22.5,27.5,0.458266055,p_lnorm,0.0479689316126034
Acanthurus lineatus,25,22.5,27.5,0.458266055,lbspr_mk15,1.703922215950842e-4
Acanthurus lineatus,30,27.5,32.5,0.458266055,lbspr,0
Acanthurus lineatus,30,27.5,32.5,0.458266055,rls_obs,0.08325983418592345
Acanthurus lineatus,30,27.5,32.5,0.458266055,p_norm,0.00361743902732969
Acanthurus lineatus,30,27.5,32.5,0.458266055,p_lnorm,0.01262558435722238
Acanthurus lineatus,30,27.5,32.5,0.458266055,lbspr_mk15,0
Acanthurus lineatus,35,32.5,37.5,0.458266055,lbspr,0
Acanthurus lineatus,35,32.5,37.5,0.458266055,rls_obs,0.03086964191215381
Acanthurus lineatus,35,32.5,37.5,0.458266055,p_norm,1.0781274872995e-4
Acanthurus lineatus,35,32.5,37.5,0.458266055,p_lnorm,0.00320226414288671
Acanthurus lineatus,35,32.5,37.5,0.458266055,lbspr_mk15,0
Acanthurus lineatus,40,37.5,45,0.458266055,lbspr,0
Acanthurus lineatus,40,37.5,45,0.458266055,rls_obs,0.00582113247486329
Acanthurus lineatus,40,37.5,45,0.458266055,p_norm,1.1878983525726028e-6
Acanthurus lineatus,40,37.5,45,0.458266055,p_lnorm,9.564583928176608e-4
Acanthurus lineatus,40,37.5,45,0.458266055,lbspr_mk15,0
Chaetodon lunulatus,2.5,1.25,3.75,0.17,lbspr,0.04524310704175696
Chaetodon lunulatus,2.5,1.25,3.75,0.17,rls_obs,0.1285283152849281
Chaetodon lunulatus,2.5,1.25,3.75,0.17,p_norm,0.03656200385676694
Chaetodon lunulatus,2.5,1.25,3.75,0.17,p_lnorm,0.00608196901283358
Chaetodon lunulatus,2.5,1.25,3.75,0.17,lbspr_mk15,0.33343885399060774
Chaetodon lunulatus,5,3.75,6.25,0.17,lbspr,0.05952778440257572
Chaetodon lunulatus,5,3.75,6.25,0.17,rls_obs,0.03053435114503816
Chaetodon lunulatus,5,3.75,6.25,0.17,p_norm,0.137660853421069
Chaetodon lunulatus,5,3.75,6.25,0.17,p_lnorm,0.16172104997096465
Chaetodon lunulatus,5,3.75,6.25,0.17,lbspr_mk15,0.283909292607865
Chaetodon lunulatus,7.5,6.25,8.75,0.17,lbspr,0.09297379690788996
Chaetodon lunulatus,7.5,6.25,8.75,0.17,rls_obs,0.16243564707970887
Chaetodon lunulatus,7.5,6.25,8.75,0.17,p_norm,0.27797836090286
Chaetodon lunulatus,7.5,6.25,8.75,0.17,p_lnorm,0.35390156928932986
Chaetodon lunulatus,7.5,6.25,8.75,0.17,lbspr_mk15,0.2228197138279775
Chaetodon lunulatus,10,8.75,11.25,0.17,lbspr,0.772337954561951
Chaetodon lunulatus,10,8.75,11.25,0.17,rls_obs,0.4739925439375111
Chaetodon lunulatus,10,8.75,11.25,0.17,p_norm,0.3015082644961637
Chaetodon lunulatus,10,8.75,11.25,0.17,p_lnorm,0.27055176798589275
Chaetodon lunulatus,10,8.75,11.25,0.17,lbspr_mk15,0.15941235087178415
Chaetodon lunulatus,12.5,11.25,13.75,0.17,lbspr,0.02991735708582627
