population,mu_05,mu_10,mu_50,mu_90,mu_95,sigma_05,sigma_10,sigma_50,sigma_90,sigma_95,logl_50_norm,dat,meanlog_05,meanlog_10,meanlog_50,meanlog_90,meanlog_95,sdlog_05,sdlog_10,sdlog_50,sdlog_90,sdlog_95,logl_50_lnorm,mean_05_norm,mean_10_norm,mean_50_norm,mean_90_norm,mean_95_norm,cv_05_norm,cv_10_norm,cv_50_norm,cv_90_norm,cv_95_norm,mean_05_lnorm,mean_10_lnorm,mean_50_lnorm,mean_90_lnorm,mean_95_lnorm,cv_05_lnorm,cv_10_lnorm,cv_50_lnorm,cv_90_lnorm,cv_95_lnorm,population_n,species,fished,bimodal,normal_better,better_dist,cov_pref,pop_mean_size
Dascyllus aruanus__-29_159,1.406588694029539,2.5328413974684367,4.461218000734346,5.067372782332097,5.241190237756009,2.212450619776222,2.305639604125279,2.7802124856499257,4.111092916680952,4.731358454512192,-12.614128495022182,rls,1.4840699656944196,1.5044548501824213,1.5632109839420285,1.6220769611571382,1.6438611859199204,0.3392436299249388,0.3504554896845656,0.3880690062735192,0.44406993075476303,0.46922890273421153,-14.847240734063211,4.680226381510639,4.776973221864303,5.135381592508162,5.555197940736177,5.730813003832627,0.38290275495105097,0.3955760255798796,0.44555109722576736,0.5374508128421076,0.5656430138285024,4.7969839995603785,4.886518117784384,5.152012130553391,5.479482599671172,5.597931509518366,0.3492423161997063,0.3614966199127728,0.4031484943721819,0.46688896314922584,0.4962819409287016,751,Dascyllus aruanus,FALSE,FALSE,TRUE,normal,0.44555109722576736,5.113182423435419
Dascyllus aruanus__-32_159,5.205461058390089,5.490695388323871,5.976587294572206,6.402279340584268,6.564658833630042,1.898056336109576,1.9606581105659864,2.238678755934406,2.74979324439546,3.0307427351394756,-14.097771440784378,rls,1.6345628247444732,1.660691614863997,1.7366444930218554,1.8041898178588889,1.8253080443335332,0.27808655486032624,0.28988393875860935,0.32982803616366246,0.3888432414080582,0.4172067214529542,-19.029562592022156,5.602932355955179,5.732614095550227,6.0859007959728135,6.490552650729603,6.641583673697651,0.29978946040004484,0.3102431709491532,0.34990962352730837,0.41085932196180375,0.4364317230158866,5.47777782420677,5.610794318600663,5.99714889976787,6.401863713735027,6.561058869966463,0.28355044083736325,0.29608184278572286,0.33900490539013994,0.40401509214769216,0.4360374932511524,1317,Dascyllus aruanus,FALSE,FALSE,TRUE,normal,0.34990962352730837,6.080106302201974
Dascyllus reticulatus__-11_126,1.169441906315534,1.7593949382096328,4.4100492371233395,5.8067249034287425,6.162898098593894,2.1108890661025543,2.2974765430631323,3.1983492258861865,4.7215196322261335,5.260591505622184,-9.975896582254524,rls,0.7275336915794899,1.1598692837692857,1.565631616936536,1.7314127338755303,1.7810100242711515,0.30976680336185636,0.33288253965940384,0.441002580628134,0.8463984727974119,1.1331300616398543,-14.404174042195374,4.514334516246767,4.695152044072613,5.427901480971682,6.323885358311755,6.6344549459127355,0.34944910967386844,0.37708385367933456,0.47152082835772513,0.5599931453825098,0.5779924660052356,3.679267623699996,4.330419982798022,5.315740281228338,6.309906151629188,6.764071947353846,0.31734846934793565,0.34232075555177177,0.4633391524213457,1.0232512137996947,1.615857957241506,207,Dascyllus reticulatus,FALSE,FALSE,TRUE,normal,0.47152082835772513,5.760869565217392
Dascyllus reticulatus__-13_124,1.34734213894787,2.059561766421581,3.835072484058065,4.577980418577413,4.789718597393744,1.8281305843805216,1.9166042780150871,2.3806232396302525,3.320497272825248,3.687347331560873,-10.74479349608508,rls,0.9206893525926234,1.1896337537588937,1.4177333888367607,1.546897718625087,1.5900594326235231,0.3017864276940961,0.3194821019663928,0.39129031451617424,0.5938533422646033,0.8106314427245944,-15.945501433248214,3.939777570383825,4.039975151431978,4.463124769915094,4.9374669315576725,5.094492721994476,0.3573482012549212,0.3729685792709463,0.4324274261643597,0.5067633082025124,0.527244030178007,3.3836546707114423,3.8502974514647814,4.4720088769424855,5.065836680563194,5.329759276728006,0.3087899062505012,0.32781042884327105,0.4067566463292031,0.6502690923519253,0.9639690347781148,1337,Dascyllus reticulatus,FALSE,FALSE,TRUE,normal,0.4324274261643597,4.575542258788332
Dascyllus reticulatus__-14_147,0.6168381283861759,1.1391937632040916,3.186912381654086,3.926672619576285,4.136335852571815,1.6106584048562609,1.6818412407861478,2.32852514829934,3.454481523305168,3.838029850326187,-10.664767294451714,rls,1.1829955338011315,1.256405537853038,1.345767684367385,1.4093140058162577,1.4404140477605258,0.2777224824594311,0.2889160149405994,0.3375143800189294,0.4438441146161976,0.5264265579523396,-12.160316511358284,3.5818509949653983,3.683397068586968,3.985153882987806,4.467395195666538,4.694619037265758,0.35634058467377266,0.36838725909018616,0.44095184306595286,0.5178306668249631,0.5356086296150929,3.649789512935358,3.810489546463203,4.065715880462151,4.3435487902293985,4.5055383051770015,0.2831647054159599,0.2950513199880127,0.34735851386864625,0.4666274253581384,0.5650939894736831,1094,Dascyllus reticulatus,FALSE,FALSE,TRUE,normal,0.44095184306595286,4.003656307129799
Dascyllus reticulatus__-15_147,0.21161140153162553,0.4543852897994064,2.014284185791709,3.636337059526671,4.031565914383404,2.3261289267384626,2.509868808552734,3.2770775206870217,4.195385009938993,4.6296171933051635,-10.257300747773844,rls,0.21764699517513364,0.6675564783003298,1.284615540113907,1.4513323480542235,1.5240250431867155,0.36588241513532666,0.38806960066388585,0.51057161030529985,0.95020016965156,1.192753872340206,-13.674786569834206,3.716874357936427,3.823319243698071,4.208123305060225,4.888519134147947,5.252469668948921,0.4301304245487826,0.4489154751576575,0.5073680758130257,0.5500418927744528,0.5632947622837137,2.3911553266364196,2.9737293468702304,4.107109959194192,4.899879141961624,5.347731840658726,0.3784760515464914,0.4031491664056384,0.5457258210075211,1.2110734780231287,1.7743026089107503,322,Dascyllus reticulatus,FALSE,FALSE,TRUE,normal,0.5073680758130257,4.246894409937888
Dascyllus reticulatus__-16_148,1.83779696315873,2.685896175065399,3.9439319005915703,4.508470662200422,4.682154776021935,1.9357953244022967,2.061109631321812,2.4636027819216366,3.2839222608269942,3.6987553133864215,-8.114850106443722,rls,1.304670685805111,1.3526490888198412,1.455486964988015,1.5348609890734073,1.5647784874975754,0.31764035637300264,0.3348335533214567,0.39020528125096327,0.4688544635227498,0.5348876940860436,-13.252401795854754,4.172435322638641,4.28806738275868,4.592908461029591,4.91357825663881,5.048928747854364,0.3746227489861447,0.38972195715154473,0.4362820886555536,0.5017775682675014,0.5264030512018184,4.097167757523543,4.258631753307019,4.632652464009846,5.011098886264018,5.185041467779312,0.3258234596483798,0.3444413285075609,0.40554055968347896,0.49584077535580545,0.5755276092318458,701,Dascyllus reticulatus,FALSE,FALSE,TRUE,normal,0.4362820886555536,4.646932952924394
Dascyllus reticulatus__-16_150,4.9427412595903375,5.159218140979558,5.5637348902402985,5.893428129637129,6.017807441862823,1.811898834346704,1.868083896436712,2.1132689155507336,2.5519263777906485,2.8547167594708185,-6.866827933283408,rls,1.561733156756542,1.5973532663786103,1.6773141418897295,1.7515815403688992,1.7788755442200863,0.2925904606942145,0.3047473404432768,0.35086324598160634,0.4280135602801789,0.47671523169813823,-12.819539076574234,5.309499616868296,5.395536833504913,5.686953231594268,5.98677749068363,6.114412336410552,0.30703811107197565,0.3151081724708142,0.35152439333616364,0.4049902637619293,0.4310462640571785,5.183685598161062,5.30419059552476,5.699000475111037,6.152101108025253,6.374475047156679,0.29896570187725824,0.3119617087434594,0.36194362784563394,0.44838523604073977,0.5051266378765091,294,Dascyllus reticulatus,FALSE,FALSE,TRUE,normal,0.35152439333616364,5.663265306122449
Dascyllus reticulatus__-17_146,1.9955105355434135,2.6947880322907234,3.7852354045734335,4.217087114085192,4.356672242401524,1.6545261854212414,1.7241611653975812,2.018555061142571,2.804993770605195,3.128834418318238,-9.354850105301244,rls,1.1644295303345429,1.2666587033285015,1.3879427762716654,1.4703163415571692,1.505993318179382,0.2910710514604986,0.3037838057843864,0.3555029940382011,0.4651087928857799,0.5881823224761435,-14.340613614761155,3.856214343157685,3.947889167855855,4.208588392572777,4.4997318771700625,4.615764682633493,0.3522351872745737,0.36202508099011105,0.403146659073266,0.4775693081569352,0.5001121503798984,3.6787819001627824,3.887228329299995,4.262872929904702,4.644233241008701,4.8439495821820975,0.29734632003940314,0.3109290798900263,0.3670367510857152,0.4914339021620794,0.642918256080096,1923,Dascyllus reticulatus,FALSE,FALSE,TRUE,normal,0.403146659073266,4.252470098803952
Dascyllus reticulatus__-17_150,5.672634682978545,5.778594194342033,6.023673553516867,6.264438740828028,6.3471999807314425,1.3456730040934972,1.3931411222028174,1.5686487234249995,1.8294299106657064,1.9759409640633865,-6.819510301896896,rls,1.655822422817871,1.6845809004831878,1.7546560616553608,1.807725378081132,1.827164824128988,0.21469147597229815,0.2272349383617504,0.2631189539009644,0.3147712091700537,0.3406356300212501,-12.81723161462036,5.706187396380822,5.802929282158696,6.032270641556096,6.2690410362443165,6.355852790595534,0.2214709566240846,0.22936345225239935,0.2585493687116948,0.2990566133966235,0.31887220723227255,5.489772400402663,5.619746629244665,5.990160336513252,6.307472442494936,6.430912913765896,0.2171893100255698,0.23020009937389352,0.26773936093837375,0.3227315265119237,0.35075991757397246,567,Dascyllus reticulatus,FALSE,FALSE,TRUE,normal,0.2585493687116948,6.027336860670194
Dascyllus reticulatus__-17_151,0.5094068979934031,1.028813953931078,4.090684019072364,6.035035716179747,6.523542678359892,1.829946627150876,2.2067182558868774,3.917475211042186,6.435469679862959,7.674814153764868,-16.070536849509093,rls,0.5365545801858967,1.0335949407284772,1.6308110143594063,1.7979794865509533,1.8618891957661168,0.2586846930964141,0.28551009169063496,0.4236374168166428,1.1211998930558436,1.5165708059381111,-19.110514515120904,4.588353825895882,4.792866142194779,5.722406682239351,7.448691046267949,8.377063324019906,0.31505211238997827,0.36660462222439655,0.5138625845087594,0.5993399214922122,0.6161588640204252,3.6788279748038866,4.498884785755428,5.640613804990545,7.248436256948779,8.978427811162895,0.26307328654863404,0.2914285330051645,0.443375014778657,1.5859303178792437,2.995790174035142,571,Dascyllus reticulatus,FALSE,FALSE,TRUE,normal,0.5138625845087594,5.897548161120841
Dascyllus reticulatus__-18_147,0.1448734417879662,0.33131758214891294,1.7725102985115408,3.4277436699490433,3.764738889822863,2.386176637441185,2.539082651757577,3.3357360677621672,4.28237885466869,4.730080507029257,-9.795230572062277,rls,0.4940815844882234,0.9013740613793187,1.292119723233962,1.4136071029499846,1.4503320282780563,0.36108861902004175,0.3781074474509195,0.47957654580250497,0.7999405173513644,1.0459990410343645,-12.090660311630437,3.659565509870659,3.736175541820223,4.128946435719313,4.854654454060778,5.302091414964911,0.44364077863642226,0.4565599409523232,0.5112878401540384,0.5526908059756519,0.5678759004673938,2.713076991784084,3.2669297400778143,4.071389398155302,4.6111522557338525,4.892499953104509,0.3731848197730961,0.3920327825241255,0.5085194548173895,0.9467316729972408,1.409445103562844,238,Dascyllus reticulatus,FALSE,FALSE,TRUE,normal,0.5112878401540384,4.159663865546219
Dascyllus reticulatus__-19_146,3.514469337188593,4.367754887944715,5.34726621835973,5.845251082930329,6.010446177652632,1.6623726039948348,1.7519269496012149,2.0973204783265755,2.9277795137883933,3.685583100336029,-9.017492868848972,rls,1.5390623713932077,1.5701182055212335,1.6497942667975063,1.7180612845294967,1.7428117066483668,0.269987251791428,0.2837315768762559,0.32805982977055326,0.39938983223818114,0.4467728927159834,-13.145212698602087,4.842155321503567,5.0447739171590325,5.496294454641747,5.957740620437376,6.128775655379346,0.29128686438914914,0.3039986707999068,0.35676920429396775,0.45133910749846734,0.5112424151853107,4.9872004294834635,5.123049767340912,5.498115781159978,5.895172309930919,6.056894888848184,0.2749828462912703,0.28953886925686106,0.33708768841368086,0.4158588903311536,0.4700230226620965,495,Dascyllus reticulatus,FALSE,FALSE,TRUE,normal,0.35676920429396775,5.555555555555555
Dascyllus reticulatus__-19_152,2.996408797080274,3.63910984443521,4.3605271859020345,4.683057509817852,4.797561701290507,1.487491849668536,1.550475800287242,1.803958037671721,2.487936582811745,2.960778985633185,-7.795543817849623,rls,1.3819660262686049,1.4096319620687046,1.4724224976170672,1.5298705314975078,1.5551481348920488,0.2720796900124003,0.2822625304300044,0.318663003882687,0.3809559849712277,0.4140584936658962,-11.285517072012198,4.18706025035987,4.28513855721283,4.545862797716419,4.824799646531747,4.953176570795325,0.3092544818108992,0.3203339704059926,0.3613283311996633,0.4425051666463376,0.4804570311619577,4.248092064155661,4.343423789056085,4.589014141392845,4.8690151926820056,5.006141433992582,0.27719355132915136,0.2879790880944795,0.3269265293539432,0.3952049235881439,0.4324559938473984,844,Dascyllus reticulatus,FALSE,FALSE,TRUE,normal,0.3613283311996633,4.555687203791469
Dascyllus reticulatus__-22_114,3.766109491438091,4.179815998226848,4.693641644868206,4.999139111454588,5.1191257408782125,1.5819012631796532,1.6282604600578163,1.84209047162238,2.2911000943130317,2.616954880793954,-10.938737174788727,rls,1.3232080134666142,1.398728990375838,1.5156878154953486,1.6060216225699064,1.639131115630377,0.2661218458802856,0.28053571541763866,0.33172163733222093,0.4423099718388679,0.5300933615585525,-17.188510494635356,4.431145888094431,4.555087082283653,4.83718181633564,5.105169171314341,5.220394544021668,0.308903708451111,0.318292666323293,0.3532017384505814,0.41450037042850496,0.44986226796398576,4.166853787403572,4.380585696723808,4.804961855574904,5.256293983418289,5.462449002911443,0.2709038517843122,0.28614685258493516,0.3410599352776761,0.46485130732831226,0.5696070947612424,2615,Dascyllus reticulatus,FALSE,FALSE,TRUE,normal,0.3532017384505814,4.850860420650096
Dascyllus reticulatus__-22_154,4.387373871612076,5.005377447145875,5.523479497187326,5.943816834595545,6.142320018268899,1.168779958802682,1.225771301647329,1.5379314287743535,2.486631146084958,3.2577138808003587,-10.20289437578306,rls,1.6143753232279587,1.6316862835389303,1.6726609548678986,1.714842263817333,1.7342451822456104,0.2177999011699152,0.2251369755678546,0.25056431986563044,0.2877966671403074,0.3111506245119836,-11.110284673661544,5.045430924617947,5.210949646791587,5.562288150686557,6.024474361440738,6.263091713943643,0.21134039266793764,0.22074932033189995,0.2723090834989056,0.3999718412369555,0.4678426285205348,5.215474500499388,5.283826200403999,5.497936720125894,5.7439572960242495,5.869458788795585,0.22040854248504752,0.22802019152289413,0.2545490091882157,0.29386011722391325,0.3188357416446291,646,Dascyllus reticulatus,FALSE,FALSE,TRUE,normal,0.2723090834989056,5.514705882352941
Dascyllus reticulatus__-23_114,0.7380396878920591,1.2506732874252242,3.844084785529698,5.101493187784833,5.435310872732135,1.830666198918681,2.009139918622373,2.987054482120152,4.553004997452799,5.053765290564159,-22.81073375724936,rls,1.4672520025956788,1.4840645583287966,1.5206940631291392,1.564061174942647,1.5858042862717272,0.24952625686719077,0.2547417891012657,0.2778743922863094,0.333258143075628,0.3689771383787907,-20.634391107930565,4.18666322871303,4.329604717455661,4.884813223174841,5.770167021843641,6.129435002498211,0.3411952171208043,0.3665885259174927,0.47090400932047705,0.558062412323972,0.5730070633544057,4.55275031181837,4.60333308533041,4.7564210152966755,5.000676280507058,5.137890723161664,0.2534611985350275,0.2589309734474884,0.28332564754751777,0.3427288420019335,0.3818992439295967,10724,Dascyllus reticulatus,FALSE,FALSE,FALSE,lognormal,0.28332564754751777,4.716756807161507
Dascyllus reticulatus__-27_154,1.2244172800154172,2.0057669240710747,3.9024630306546655,4.436995708264522,4.588479468145424,1.5117539380673797,1.6031171903049597,2.095707172726093,3.399769869564653,3.822514242642878,-10.668363064139497,rls,0.9346983126292804,1.3284930257321206,1.4245098826850056,1.4766802342716625,1.5019877075208683,0.2739555937664908,0.28403490573157003,0.323903225759257,0.4352762115517118,0.7525142573640085,-12.20137979876258,3.884992757188896,3.986933019060453,4.336474607637024,4.77646526769551,4.9582076901420535,0.32720363844184985,0.3392258441657064,0.4064589485034003,0.5122272213228908,0.5329522130619445,3.5468329191069574,4.0812493526900004,4.378055393788903,4.6371046819119455,4.772666233464021,0.27917708336011604,0.28986105395747985,0.3325873054433922,0.4567310949849262,0.8727527179075012,1064,Dascyllus reticulatus,FALSE,FALSE,TRUE,normal,0.4064589485034003,4.342105263157895
Dascyllus reticulatus__-29_154,0.6296595250680509,1.1436516800939098,3.5121558599921543,4.818473119254023,5.198050039647443,2.598482529171082,2.7670921011219853,3.556659791443507,4.78928749744004,5.149011596497255,-11.519659348184838,rls,1.2846854372924068,1.3707316189945118,1.5249924581142371,1.6489633369826042,1.6928285005077617,0.3765790148639509,0.39550150844777054,0.46985235750879895,0.617785732659532,0.702269093721431,-15.856285358728188,4.524412725862201,4.651294061500565,5.142378676665784,5.740234815365093,5.992177289174528,0.4250805821452674,0.44371358647509207,0.5051021918374268,0.5670986339362114,0.5798612947318327,4.321032330306528,4.558275290926277,5.150630639627435,5.809785429325438,6.133834510950369,0.39033280898687106,0.41148377944238296,0.4970167527569441,0.6816985194993493,0.7984474499839604,324,Dascyllus reticulatus,FALSE,FALSE,TRUE,normal,0.5051021918374268,5.192901234567901
Dascyllus reticulatus__-30_153,2.696266789387812,3.8861159387075697,5.007250765261105,5.539308456791773,5.718014743563041,1.812376668235131,1.9204814441741287,2.26182084827217,2.9948426483515287,3.571522974765134,-17.380292924757683,rls,1.1594954998222011,1.3523769169473483,1.5675862634254234,1.7069865078937558,1.746081320668458,0.2733980545817714,0.2924167274262078,0.36858833415970393,0.5294855234945671,0.6946412009858113,-24.528039566835588,4.5929539877310015,4.778506427270213,5.261862453136621,5.680838045461028,5.846145281016374,0.3200518306454959,0.33674592756461513,0.3881517628746344,0.4718405703908208,0.5146371996597983,3.9873122304875697,4.394511477607984,5.143139704462902,5.861635389674596,6.105485419919455,0.2785873971618358,0.2987804834433932,0.3814688524832968,0.5688580669981665,0.7875039208451471,8102,Dascyllus reticulatus,FALSE,FALSE,TRUE,normal,0.3881517628746344,5.369970377684522
Dascyllus reticulatus__-32_159,5.9633574532776255,6.086527015817675,6.390092428572591,6.675157545557802,6.770656778841195,1.4336568226872874,1.4924628251656002,1.687453746808317,1.9555064441306391,2.093897720413743,-8.585172859266276,rls,1.6802454519077747,1.7193906115459554,1.8066366712750552,1.8680450315911248,1.886558189577485,0.21036254652246916,0.22199053691627543,0.2649386564510847,0.3312033287970621,0.3709783258057672,-15.51888516564313,6.002093647976018,6.114249418697107,6.399536086473317,6.685197368521346,6.783442575434271,0.22237644192188796,0.2314445504122126,0.26182504867119694,0.30225100668580573,0.32435877293465426,5.6651921332973165,5.855532197517906,6.3165030654647945,6.715979891783811,6.8657552152393295,0.2127114071868968,0.22475373615118172,0.2696565408641858,0.3404972501357809,0.3841159316564026,793,Dascyllus reticulatus,FALSE,FALSE,TRUE,normal,0.26182504867119694,6.431273644388399
Dascyllus trimaculatus__-10_106,0.4792464278908896,1.0328805860126946,4.944861792848611,8.201262953209048,8.95126204763231,2.3235460648275175,2.6377968989419984,4.861624180515866,9.328945587458051,11.650514956741905,-13.10042359326303,rls,-0.5590023570540983,0.093609178400770085,1.5483914100534246,2.101464279491295,2.2817984159388924,0.392279131834946,0.4604007995716258,0.994928005543548,2.3802450114444462,2.9892024418174947,-18.015041072906463,4.990049884265794,5.454605181326532,7.2375134121851,10.214495970179552,12.1592989512427,0.30117910772898066,0.3517061569936234,0.5349877220821591,0.6335190720788446,0.6564544465779697,2.859332810115465,3.8963058181244823,7.681612422450029,45.19592508666078,200.2391094699143,0.4078655647355731,0.4859109480279349,1.300352427326518,16.963241556309516,87.14798534353997,303,Dascyllus trimaculatus,FALSE,FALSE,TRUE,normal,0.5349877220821591,9.389438943894389
Dascyllus trimaculatus__-10_133,0.27026290447222917,0.512579631996522,2.446979316731148,4.536411856706485,5.025228033204404,3.7241492219222434,3.9463864818025622,4.781751597030919,5.6647261366307875,5.911910964103361,-24.791465383042997,rls,0.9808535763815914,1.1273796246962735,1.4767215737244204,1.711868457354053,1.7827495950460546,0.4452451329711859,0.4764573072461194,0.6016530948794349,0.8266832586281307,0.9382700351336102,-31.73289017327818,4.971128704336095,5.103706049784966,5.595313547088706,6.2598179544019805,6.511059621101628,0.4918701048206052,0.509869120278056,0.5605069051485958,0.5929839132437771,0.6003776980665523,3.836880530372854,4.183238768299897,5.270982316003632,6.422605487235185,6.888134886428849,0.468250915857324,0.5048211519011582,0.660438853208462,0.9902578750978298,1.1881693835503355,3082,Dascyllus trimaculatus,FALSE,FALSE,TRUE,normal,0.5605069051485958,5.573491239454899
Dascyllus trimaculatus__-10_144,0.7092708903491306,1.2593567821815752,3.780305010953981,5.61772802549266,6.072523162212122,3.8315260887049623,4.072346456437776,5.035778799274466,6.18610920872541,6.519289192708281,-16.491481520009426,rls,1.2096264120383091,1.3729970747275575,1.6367417793115813,1.850860283809029,1.9124864845537248,0.4402210848812481,0.46959276427247704,0.591319770738048,0.8055532780196573,0.896138575732167,-24.481404621796543,5.68465790668065,5.832826964747056,6.365358171652517,7.0198379686794805,7.288394440488937,0.4749617355197604,0.49563705542481934,0.5541729184765309,0.6004453834686934,0.6093664331222693,4.763868774879167,5.113031991648082,6.185500309486769,7.411874926954959,7.8226235662650385,0.46243589393117546,0.4967107546623297,0.6469805491853134,0.9557541179528338,1.1101222284927614,514,Dascyllus trimaculatus,FALSE,FALSE,TRUE,normal,0.5541729184765309,6.4494163424124515
Dascyllus trimaculatus__-10_145,0.28143005344603145,0.4978823847153422,2.3314335480647106,4.452059163664454,4.895731336986774,3.381666605270524,3.619618743069707,4.59877413626692,5.6076817781413295,5.8787585421270165,-19.65011193972439,rls,1.0780319241949443,1.2590127966065836,1.5116281447715951,1.6884420447595485,1.7544210974823995,0.42466607038447174,0.44628329537744654,0.5480657364379745,0.7690097446509319,0.898606102206023,-23.956881624488396,4.7386774087141035,4.864244512652482,5.37625791116674,6.2114356311877,6.550377761235021,0.4799378823099209,0.4979344847358744,0.5561157925935716,0.5906143953611567,0.5983539277599015,4.074331567833194,4.428348963734837,5.267224526037907,6.260433760992648,6.713014140497656,0.4445514702761644,0.46945492360541496,0.5919176633033623,0.8980380820981214,1.1145758734242257,956,Dascyllus trimaculatus,FALSE,FALSE,TRUE,normal,0.5561157925935716,5.4157949790794975
Dascyllus trimaculatus__-11_133,1.3393609038147931,2.0887350495425467,4.2905281363375725,5.32477763037791,5.600768134225555,2.239727027888448,2.3692719951534067,2.9996025529740287,4.114832629769096,4.562292565556386,-11.08920061374442,rls,0.9301307214708244,1.200797342015864,1.5084795911851652,1.696187158348892,1.7518739076945598,0.3229565478217374,0.3497887551561367,0.4607339629875218,0.7499840887713214,0.9014215147882684,-17.30358431113936,4.4241909235734385,4.607319836335136,5.189785335307267,5.768528887705998,6.002873269039222,0.37627521810925846,0.3954964657266229,0.4646184546743847,0.5389077696389276,0.5590577291713155,3.6390558093232457,4.069529384249835,5.065011319282136,6.03336013398895,6.437163006016296,0.3315635984986477,0.36076590942448417,0.48630118600171657,0.8689147194362622,1.1196753444043026,552,Dascyllus trimaculatus,FALSE,FALSE,TRUE,normal,0.4646184546743847,5.384963768115942
Dascyllus trimaculatus__-12_123,0.32731874550056816,0.6215933279044891,2.3387322386870872,4.051791168229188,4.402862831714599,3.18207049067971,3.4226705783961484,4.361642498236835,5.355896070245048,5.718276230071529,-18.889753237666476,rls,1.29154998909786,1.373239079372806,1.5064386781144985,1.6192758505713527,1.654658177556726,0.42238435532058166,0.4400355419310632,0.5144450399740639,0.6275019003098181,0.6969042242291472,-22.032828096622147,4.650174950219985,4.741795585876571,5.158695461870841,5.831092372036386,6.123568071493231,0.4768583018579571,0.4947645248648493,0.5481701564114169,0.5848711539373309,0.5939639107466254,4.459840076000296,4.643861360750756,5.141364450730018,5.750329751599902,5.944229822564729,0.441942936748955,0.4622214856240643,0.5504358951678631,0.6946529964506236,0.79074176843591,886,Dascyllus trimaculatus,FALSE,FALSE,TRUE,normal,0.5481701564114169,5.121331828442438
Dascyllus trimaculatus__-13_124,0.10295690045077256,0.21604955627854405,1.334947027868288,2.849746353703398,3.25613278329117,2.9896777451288177,3.197817793406577,3.895441327940281,4.553362842059482,4.806632573285434,-10.140549124223064,rls,1.0928899034955957,1.1829645732924854,1.3269817208376835,1.426528119217013,1.4595474070968888,0.4268879926344529,0.4447121791319712,0.5162714477105177,0.6477010167035733,0.7164168010699222,-12.34988623397319,4.003977709091365,4.079688595924073,4.400280806877603,4.923797492488639,5.181054279425942,0.4862751491591778,0.49865001022163347,0.5378009657884499,0.5638685750228455,0.571526852040999,3.7094110621809633,3.881139196518114,4.308798922095017,4.736487449206804,4.915668566377653,0.4470952545183249,0.46763313871571555,0.5526616105403666,0.7219598559295037,0.8189735617402804,294,Dascyllus trimaculatus,FALSE,FALSE,TRUE,normal,0.5378009657884499,4.379251700680272
Dascyllus trimaculatus__-14_122,1.701320938642573,2.586711394004785,5.330148913755028,6.566769012688719,7.041237689266392,2.0501583022305856,2.2248214199837455,3.2604089285711746,5.346834083410401,6.071451283531182,-16.526344159212513,rls,1.6003561240170132,1.6186950193501786,1.683238229156285,1.7567769070282169,1.787489154541562,0.2560039107487684,0.26570994724637875,0.31087328422455474,0.39291347668731175,0.43222372630032607,-16.88415795735206,5.090691395683955,5.3145471450674835,6.0639321902941905,7.187527181963592,7.71553856049612,0.32384425534993916,0.34526975082701017,0.45143138020629486,0.5705663143129702,0.591177842588195,5.224564090283325,5.314964756319878,5.658087456839814,6.149222629120996,6.374043082416111,0.2602562447505599,0.2704695643684993,0.31853759155297534,0.4085772937979758,0.4532186171141565,521,Dascyllus trimaculatus,FALSE,FALSE,TRUE,normal,0.45143138020629486,5.575815738963532
Dascyllus trimaculatus__-14_147,3.6980694856249015,4.845840504182468,6.4451878724465015,7.398301753335653,7.693059159975452,1.9824698323587673,2.100115823103204,2.716635083764776,4.511133810645096,5.405895170237005,-14.403972531258594,rls,1.690702479644292,1.7169150114028693,1.8030482865481512,1.895547005494627,1.929125236041956,0.2679295757382424,0.2797741936325372,0.32778850587713376,0.4078762791457897,0.44713027623320334,-16.711583534136906,5.750571137685894,5.962533587751452,6.721707305582239,7.666953937576871,7.981648037784612,0.2860675482372453,0.30282567212794065,0.3791654492621173,0.5189413532868138,0.5564153776719706,5.7565678882574725,5.906181212660405,6.4195567694766105,7.082551784989687,7.394241949128312,0.2728106837554983,0.28533926066975723,0.3367936453818556,0.425443060118517,0.4704378254032417,377,Dascyllus trimaculatus,FALSE,FALSE,TRUE,normal,0.3791654492621173,6.39920424403183
Dascyllus trimaculatus__-23_114,4.911904076563185,5.643443317307396,6.4023347159953286,6.902379832442779,7.093922022188379,2.5198490124101385,2.5952180832949607,2.99681370239789,3.838300279926605,4.303327253888268,-21.147814974853016,rls,1.719486728405606,1.7486140237946657,1.826685987867561,1.898746956590252,1.9207572549844136,0.33144969391313067,0.34200803099252475,0.38534413920301824,0.4438749183344995,0.46852501161873106,-25.875685247825142,6.1519834526026465,6.302683215013697,6.705281228153238,7.176583932873986,7.375431416020813,0.35475041671236207,0.36464795107167064,0.40635668530856206,0.47366893373162006,0.5088196984984794,6.108262894035648,6.24694191114766,6.695077276092428,7.166177600048137,7.350352499663176,0.3407646904902513,0.35225720298849755,0.40010163645205066,0.4666630644281304,0.4954527070696768,1963,Dascyllus trimaculatus,FALSE,FALSE,TRUE,normal,0.40635668530856206,6.682373917473255
