population,mu_05,mu_10,mu_50,mu_90,mu_95,sigma_05,sigma_10,sigma_50,sigma_90,sigma_95,logl_50_norm,dat,meanlog_05,meanlog_10,meanlog_50,meanlog_90,meanlog_95,sdlog_05,sdlog_10,sdlog_50,sdlog_90,sdlog_95,logl_50_lnorm,mean_05_norm,mean_10_norm,mean_50_norm,mean_90_norm,mean_95_norm,cv_05_norm,cv_10_norm,cv_50_norm,cv_90_norm,cv_95_norm,mean_05_lnorm,mean_10_lnorm,mean_50_lnorm,mean_90_lnorm,mean_95_lnorm,cv_05_lnorm,cv_10_lnorm,cv_50_lnorm,cv_90_lnorm,cv_95_lnorm,population_n,species,fished,bimodal,normal_better,better_dist,cov_pref,mean_size,col
Cheilinus undulatus__Cheilinus undulatus,48.91659495265,52.53669977847709,61.519226885608184,68.3271591502446,70.23828051128598,32.41348321733008,33.55942318977991,38.67322480602584,47.245877802288405,50.65268059236597,-49.89759494436088,rls,3.8455238557462104,3.885676309994191,4.002647323377632,4.103138248134852,4.129967197575461,0.5327321148109658,0.5513562055337051,0.6400096031209745,0.7562933990277695,0.795424406000333,-63.62448198231594,60.61146430115846,61.973685212723126,66.60585382152799,72.25205814365665,73.8774775763271,0.4485374716118485,0.46275134261147177,0.51535569803287,0.5860007158411276,0.6081385899171533,58.449630295884056,60.49256641873909,67.09317307922876,75.45340189423106,78.37017529196304,0.5728629243002973,0.5960373071762111,0.7115010149007814,0.8785050755963659,0.9395142100891172,269,Cheilinus undulatus,FALSE,FALSE,TRUE,normal,0.51535569803287,63.54089219330855,rls_norm
Cheilio inermis__Cheilio inermis,19.080138902238055,19.42417457128121,20.593214376688955,21.693747448382133,21.99318439311155,8.887830667307439,9.097547299775403,9.875951318009708,10.885928785919194,11.236127345537705,-26.16337557385676,rls,2.668724638579385,2.7164462910564597,2.8466817271304103,2.9484647637744503,2.9764995165333596,0.46922133020521223,0.48598361436100274,0.5529030689335426,0.6588175804300603,0.6930687778177466,-45.14669676499621,19.986654393299418,20.259293898690427,21.21256809514682,22.1765764786388,22.448665589586845,0.39761345717489105,0.406504942247513,0.4369336837430971,0.47063511640849626,0.48283115377541175,17.304631064115373,18.03714888835904,20.183693879336175,22.22527894886082,22.993251357387432,0.4962730171553745,0.5161417781226113,0.5979777767945615,0.7372120339713764,0.785258532910881,439,Cheilio inermis,FALSE,FALSE,TRUE,normal,0.4369336837430971,21.190205011389523,rls_norm
Cheilodactylus ephippium__Cheilodactylus ephippium,30.474103222790905,30.882408389037913,32.17740194628897,33.338416595761196,33.62370361883565,8.861171458376592,9.044105846623616,9.80358523110864,10.675259400977406,11.040438692423416,-36.32937937810661,rls,3.1419456969381963,3.1770387376882763,3.275961355700765,3.362449585232756,3.3871242097320073,0.34994050096729395,0.36274171426918894,0.4157172019145455,0.4886401786826652,0.5149956880643354,-51.91781924557907,30.550032553275862,30.93986283691201,32.20604499353199,33.355916764556774,33.64542239161594,0.2718375678539172,0.2778265269841117,0.30282957782361786,0.332596189236815,0.3430538745204669,25.600770981685457,26.37888460278796,28.935172851766247,31.44868175065261,32.18701566291452,0.3609321931192827,0.3750078983582959,0.4343421115016538,0.5193125172718268,0.5511066056596289,1544,Cheilodactylus ephippium,FALSE,FALSE,TRUE,normal,0.30282957782361786,32.096826424870464,rls_norm
Cheilodactylus fuscus__Cheilodactylus fuscus,3.445830827229529,7.81920231151199,20.30564803737973,24.46380360263098,25.049185663193445,11.609274954553497,12.293666117025833,17.648914700935883,25.293943273346596,27.036825889597235,-99.39947959326214,rls,2.8670317222174746,2.9048493534760502,3.016640292334375,3.0979313087786275,3.1203381852310796,0.44911040311885,0.4646346932414821,0.5368946270809544,0.6556842963183476,0.6961169154370852,-105.20041690640144,22.018319050667955,22.655681407266258,24.735861567452854,26.976017183610093,27.938859583652203,0.4370872253272106,0.45643864156900954,0.5744604811457699,0.6848254729885973,0.7053338185227532,21.06704229050959,21.72535101210953,23.61603071020971,25.677599928564035,26.43758945565643,0.47273787390794736,0.490876925171814,0.578012609853443,0.7328966275009947,0.7896144697192437,28880,Cheilodactylus fuscus,TRUE,FALSE,TRUE,normal,0.5744604811457699,24.380453601108034,rls_norm
Cheilodactylus gibbosus__Cheilodactylus gibbosus,18.678128466078476,19.27486278928873,21.28670912259667,23.160593055047,23.722431111212348,8.002549968339007,8.332196797514031,9.635573742110273,11.220762112703635,11.84117357351283,-27.480595291853415,rls,2.780248921757317,2.8196278149248304,2.938155312579738,3.0309910458694613,3.052817407819915,0.3895288788985844,0.4040089729910425,0.46979828817344504,0.5608633327557649,0.5935744310363716,-36.95261665394037,19.648655819970124,20.154890555377104,21.800853775759247,23.500713155857365,24.049810017179382,0.3554001643238905,0.36882346530591115,0.41941824642996256,0.47515759457250273,0.4958925329228578,18.289708682585115,18.90517042721077,21.082233100527723,23.248221908757913,23.987077161473472,0.40478284841018664,0.42106946313833093,0.4969530133695707,0.6080025101285049,0.6499066792993143,295,Cheilodactylus gibbosus,FALSE,FALSE,TRUE,normal,0.41941824642996256,22.110169491525426,rls_norm
Cheilodactylus rubrolabiatus__Cheilodactylus rubrolabiatus,13.1842298876367,18.778863249873385,32.11377807222232,36.729373814601466,37.94533134684831,14.936963070463138,15.692684031547056,20.68537066082026,32.17203289905064,36.378848211861865,-50.061507961146944,rls,3.2032534450239374,3.2453698480604873,3.373614314378713,3.4790632731069127,3.5081665071285624,0.44135808545470834,0.45890548684351407,0.5495230226086927,0.6895732091622193,0.7338409123784796,-55.74446694301323,30.691118948846174,31.91398575969829,35.239790090413464,39.15559212840692,40.63214931947304,0.4043230888909978,0.4173020416112032,0.5161378602959618,0.6561974075229757,0.6873750636675443,29.465517374399017,30.40730251716105,33.955045196251234,38.38195764954683,40.435438793535354,0.4637502071533728,0.48416049607222567,0.5937408195488463,0.7802797336034498,0.8446734920916811,650,Cheilodactylus rubrolabiatus,FALSE,FALSE,TRUE,normal,0.5161378602959618,34.184615384615384,rls_norm
Cheilodactylus spectabilis__Cheilodactylus spectabilis,31.996919990620217,33.41082389271,36.4708113288453,38.77456025496013,39.50040961121288,12.990068025284154,13.556088775667217,16.302910166840263,20.640696531492587,22.144423480187413,-76.97209331621258,rls,3.1219347956005645,3.168601504053206,3.3278411788339435,3.456128398325812,3.488352360434673,0.528136899572626,0.5546966272268303,0.6572184239611643,0.801407672092196,0.8635219264726371,-92.3747168253176,34.32424963989804,35.173539852722584,37.1955044599989,39.44769366754295,40.12412599106458,0.34568882102347875,0.35858170163981595,0.41681085817928504,0.5009091752186159,0.526238408489512,29.400275527933196,30.51097070909435,34.67289066038656,39.9710227887281,42.0701104313376,0.5671974523568277,0.6002307807665085,0.7350079077789957,0.9490842200133192,1.0525462284194622,5798,Cheilodactylus spectabilis,TRUE,FALSE,TRUE,normal,0.41681085817928504,36.1560020696792,rls_norm
Cheilodactylus vestitus__Cheilodactylus vestitus,18.86691386363739,19.123428289099024,19.881900503763276,20.78134098125164,21.08299655737578,6.189695644875085,6.30392783289871,6.876279713660388,7.729216164835332,8.067539572478887,-40.84003306381918,rls,2.804589624755657,2.8234649482018197,2.8814269316220154,2.9287461389212437,2.9458244688688624,0.3247490939197916,0.3326809575429466,0.3662052648408084,0.41392944277763943,0.430169745527838,-46.61482821982312,19.016615227801204,19.244524356690743,19.970319250234947,20.858208757696502,21.177116456360903,0.30620352027127606,0.3124624202614458,0.3391292263237695,0.3758518070783228,0.3889080465632487,17.837544565822675,18.10452950990845,19.081969007705517,20.022842410039903,20.342209530123338,0.33350239627827954,0.34210177081397786,0.3788328974455454,0.4323093308741772,0.45085896172141526,1852,Cheilodactylus vestitus,TRUE,FALSE,TRUE,normal,0.3391292263237695,19.477591792656582,rls_norm
Cheilodipterus artus__Cheilodipterus artus,2.809356276047483,5.261968030427158,9.329941078909943,11.804986120360008,12.60502831062616,3.3191798903820757,3.621689553763589,5.231258000008324,9.20239237760381,10.587130878650644,-24.83026445096896,rls,1.9371521188166871,1.96010340198938,2.0655279112780978,2.2200937299646553,2.275082293849012,0.2801997707892887,0.2944349157028552,0.3602912316782051,0.4572045790735515,0.49992890535711143,-25.90814161984896,8.191447842242821,8.60990598212826,10.26454217474529,12.550428871675043,13.424809498936447,0.3132694603920526,0.3385455155020561,0.4566037733243772,0.6082929582458558,0.6434938835936151,7.359909311741244,7.525920395037423,8.448374297246218,10.044936616232382,10.700030667156794,0.285790551849711,0.30093296233878697,0.3723060119709589,0.48217154728065625,0.5328547120382373,716,Cheilodipterus artus,FALSE,FALSE,TRUE,normal,0.4566037733243772,7.548882681564246,rls_norm
Cheilodipterus macrodon__Cheilodipterus macrodon,8.376914442055464,8.870397795411808,9.698830794033762,10.278341370428238,10.4342741088245,4.600422602278558,4.706076010008683,5.167509183378369,6.020419160840321,6.515190753019723,-27.35968976876522,rls,2.086773376534128,2.121494873731967,2.221438262923444,2.30938568757468,2.3349689194060894,0.40587395043661473,0.41972152925768935,0.47698923008925914,0.5575676047248543,0.5886668112809403,-37.46566908951078,9.71141205967964,9.837826798028493,10.29069830646614,10.75249240077436,10.913788169765851,0.41336270846477147,0.4208175481264425,0.4512331224623685,0.49958633460689894,0.5218125229983508,9.26842797063247,9.547110704717664,10.352154929734642,11.253877229929284,11.535430532031832,0.42317732134152614,0.4389034212374501,0.5054512334727088,0.6038440922028359,0.6435449009714298,1242,Cheilodipterus macrodon,FALSE,FALSE,TRUE,normal,0.4512331224623685,10.193236714975846,rls_norm
Chelmon marginalis__Chelmon marginalis,6.616456018701775,7.466952132196262,9.09609724709794,10.187703575755606,10.492441650106018,4.933136766147332,5.0941845012356914,5.755886384583709,6.823514092635886,7.229333137514894,-32.157094492822644,rls,1.8898770923903463,1.9533151764126495,2.1377505096398672,2.2891819113981313,2.329610490269582,0.41372035188334305,0.438071656255711,0.533770843224955,0.6652270627661244,0.7217075484995557,-44.306400769031995,9.17806479501738,9.38087277547238,10.11436933955236,10.827067024356554,11.05410395210398,0.430433853964037,0.44342968930121707,0.4890035555658936,0.5456071412016,0.5652071526592906,8.142559457081664,8.501016896248835,9.826384664732393,11.188186418080033,11.64611074848366,0.43207172770939134,0.45995387398905024,0.57414641199207606,0.7460803881188928,0.8267271801450988,2773,Chelmon marginalis,FALSE,FALSE,TRUE,normal,0.4890035555658936,10.160476018752254,rls_norm
Chelmon rostratus__Chelmon rostratus,10.730353886353155,10.973295136135834,11.549984476801727,12.129656363129222,12.295760567591689,3.4325426698515464,3.5245381190575342,3.9364937944006058,4.598673955808176,4.9500607203712805,-23.41478788719786,rls,2.2063284159306393,2.254066383054629,2.370271910644937,2.4444650216999224,2.464463525885714,0.30847375940213817,0.3195153983392043,0.3813859254953409,0.4929510301050225,0.540506356352158,-34.705342409950354,10.923187096382549,11.105445945512882,11.623237308839885,12.187576751261703,12.343480693633648,0.2887948174029592,0.2973723402291692,0.3328063496735239,0.3843438139707901,0.4098977874559888,10.150823229614677,10.54133931066104,11.523629545833735,12.41585748450701,12.757781248828412,0.3159596201236475,0.32784636669245937,0.39568415086432657,0.5244707237203853,0.582494678121117,801,Chelmon rostratus,FALSE,FALSE,TRUE,normal,0.3328063496735239,11.510611735330835,rls_norm
Chelmonops curiosus__Chelmonops curiosus,12.02682281899792,12.356814968991486,12.948513398032995,13.611802285599538,13.882414078510472,4.431105007465243,4.528958392158449,5.023919830021093,6.21126096477705,6.943395231334014,-45.527765324345935,rls,2.4125198652566553,2.4333631534331945,2.492842484562543,2.54115432287967,2.558532695934375,0.32906512620941203,0.33827993962785086,0.37375588749289823,0.4329129617408676,0.4558917178216762,-51.2022247815423,12.476014016582836,12.638937467555229,13.11283973094054,13.830758832784053,14.16688420333984,0.33216321706056406,0.33941046321882373,0.3698014505434368,0.431611943384594,0.46886334849744,12.134075346587482,12.339397544417256,12.9618717502261,13.641201518085186,13.89977712212783,0.3381774993445418,0.34819229127940393,0.3871966579347492,0.4540110958555715,0.4806379270860056,5062,Chelmonops curiosus,FALSE,FALSE,TRUE,normal,0.3698014505434368,12.820031608060056,rls_norm
Chelmonops truncatus__Chelmonops truncatus,15.66888473467418,15.832244467581964,16.369793382743154,16.85581925561436,16.994531585961372,4.449939110565757,4.532865985323662,4.883668344361738,5.31433241344697,5.481473073409711,-30.16058169804247,rls,2.348074251239989,2.41432185881244,2.5901626992990563,2.7045539134648915,2.732788707719079,0.3603403413581191,0.3772189515674275,0.4631963395925697,0.60762852762463,0.6657198956572702,-49.37944919394252,15.70780551581105,15.860951880607198,16.390700129739734,16.868648546695955,17.011088163747914,0.26934323622378736,0.2750920392584261,0.2961415988073347,0.32505643797743067,0.33564921573638445,12.258367180460406,12.916401770386257,14.902346151076127,16.566493928785526,17.195820141047182,0.3723601251522527,0.3910443892307473,0.4891882427781328,0.6682775379400681,0.7467645751100576,2088,Chelmonops truncatus,FALSE,FALSE,TRUE,normal,0.2961415988073347,16.32902298850575,rls_norm
Chironemus maculosus__Chironemus maculosus,17.97864959264976,18.215940853465455,19.005483815456767,19.836637615084147,20.074261688172484,4.930106805854834,5.066773789466147,5.542384448826726,6.129273192798387,6.37616395411985,-17.365297848552345,rls,2.8219492073777825,2.837940545178835,2.883738552825224,2.9240285959968846,2.9367616967972068,0.2690162078698546,0.2761962219695931,0.3030454060923842,0.3337990092580857,0.3435529120227697,-22.61619385507715,18.018769566195186,18.240928703927583,19.0206913132086,19.851688579595237,20.09467750567113,0.25789557351159464,0.26464387965330183,0.2902411091400644,0.32034108884952667,0.33095867899375636,17.644795210407082,17.92491894961947,18.713694099603337,19.50554015316724,19.80729977417177,0.27395755003172045,0.28154826245575354,0.31013803550684504,0.3433166170302292,0.3539439187532702,353,Chironemus maculosus,FALSE,FALSE,TRUE,normal,0.2902411091400644,18.8314447592068,rls_norm
Chironemus marmoratus__Chironemus marmoratus,18.43978740356232,18.654421655829285,19.399520927303307,20.211019532754023,20.487111676012496,6.5911118828473345,6.7154532911417455,7.227166956042849,8.038476973408537,8.446378823979522,-49.016341129065886,rls,2.732634698061744,2.759553127172926,2.8368465712080013,2.89461112796268,2.9093885692350803,0.3654914892199554,0.375469550734763,0.41746060732177337,0.4861488824875139,0.5133365203308401,-61.08119583747256,18.64783370214949,18.848420447464353,19.534017549640957,20.34090186716175,20.63899790247774,0.33215597539271263,0.337703809066108,0.3619682878138208,0.3959158332494028,0.4083252034755843,17.165137509531373,17.518233881050993,18.633357377218157,19.693961384107723,20.044677722723307,0.3780440449895629,0.38909974075099263,0.43632662352128415,0.5163388584888723,0.5490865276242103,3814,Chironemus marmoratus,FALSE,FALSE,TRUE,normal,0.3619682878138208,19.153120083901417,rls_norm
