species,size_class,p_lbspr,size_min,size_max,p_lbspr_mk15,p_obs,std_linf,std_k,std_mk,hoenig_m,largest_fish_in_sample_mm,mean_size
Siganus argenteus,35,0.0011967166677806316,32.5,37.5,9.084210632563868e-5,0.03422756706753006,27.4,0.75,0.773333333,0.58,340,23.667900092506937
Siganus argenteus,40,0,37.5,45,0,0.02682701202590194,27.4,0.75,0.773333333,0.58,340,23.667900092506937
Siganus argenteus,50,0,45,56.25,0,0,27.4,0.75,0.773333333,0.58,340,23.667900092506937
Siganus argenteus,62.5,0,56.25,68.75,0,0,27.4,0.75,0.773333333,0.58,340,23.667900092506937
Siganus argenteus,75,0,68.75,81.25,0,0,27.4,0.75,0.773333333,0.58,340,23.667900092506937
Siganus argenteus,87.5,0,81.25,93.75,0,0,27.4,0.75,0.773333333,0.58,340,23.667900092506937
Siganus argenteus,100,0,93.75,106.25,0,0,27.4,0.75,0.773333333,0.58,340,23.667900092506937
Siganus argenteus,112.5,0,106.25,118.75,0,0,27.4,0.75,0.773333333,0.58,340,23.667900092506937
Siganus argenteus,125,0,118.75,131.25,0,0,27.4,0.75,0.773333333,0.58,340,23.667900092506937
Siganus argenteus,137.5,0,131.25,143.75,0,0,27.4,0.75,0.773333333,0.58,340,23.667900092506937
Siganus argenteus,150,0,143.75,156.25,0,0,27.4,0.75,0.773333333,0.58,340,23.667900092506937
Siganus argenteus,162.5,0,156.25,168.75,0,0,27.4,0.75,0.773333333,0.58,340,23.667900092506937
Siganus argenteus,175,0,168.75,181.25,0,0,27.4,0.75,0.773333333,0.58,340,23.667900092506937
Siganus argenteus,187.5,0,181.25,193.75,0,0,27.4,0.75,0.773333333,0.58,340,23.667900092506937
Siganus argenteus,200,0,193.75,225,0,0,27.4,0.75,0.773333333,0.58,340,23.667900092506937
Siganus argenteus,250,0,225,275,0,0,27.4,0.75,0.773333333,0.58,340,23.667900092506937
Siganus argenteus,300,0,275,325,0,0,27.4,0.75,0.773333333,0.58,340,23.667900092506937
Siganus argenteus,350,0,325,375,0,0,27.4,0.75,0.773333333,0.58,340,23.667900092506937
Siganus argenteus,400,0,375,450,0,0,27.4,0.75,0.773333333,0.58,340,23.667900092506937
Pempheris schwenkii,2.5,0.11576666861547048,1.25,3.75,0.3125899387404122,0.04677268475210477,11.120000000000001,1.495,0.49,0.73,126,10.05378858746492
Pempheris schwenkii,5,0.1347741244447288,3.75,6.25,0.2699998110105267,0.04957904583723106,11.120000000000001,1.495,0.49,0.73,126,10.05378858746492
Pempheris schwenkii,7.5,0.16896790981965476,6.25,8.75,0.21878366374992914,0.09728718428437792,11.120000000000001,1.495,0.49,0.73,126,10.05378858746492
Pempheris schwenkii,10,0.5361104155474834,8.75,11.25,0.19579039447502775,0.5565949485500468,11.120000000000001,1.495,0.49,0.73,126,10.05378858746492
Pempheris schwenkii,12.5,0.04438088157266262,11.25,13.75,0.0028361920241042576,0.1412535079513564,11.120000000000001,1.495,0.49,0.73,126,10.05378858746492
Pempheris schwenkii,15,0,13.75,17.5,0,0.10851262862488306,11.120000000000001,1.495,0.49,0.73,126,10.05378858746492
Pempheris schwenkii,20,0,17.5,22.5,0,0,11.120000000000001,1.495,0.49,0.73,126,10.05378858746492
Pempheris schwenkii,25,0,22.5,27.5,0,0,11.120000000000001,1.495,0.49,0.73,126,10.05378858746492
Pempheris schwenkii,30,0,27.5,32.5,0,0,11.120000000000001,1.495,0.49,0.73,126,10.05378858746492
Pempheris schwenkii,35,0,32.5,37.5,0,0,11.120000000000001,1.495,0.49,0.73,126,10.05378858746492
Pempheris schwenkii,40,0,37.5,45,0,0,11.120000000000001,1.495,0.49,0.73,126,10.05378858746492
Pempheris schwenkii,50,0,45,56.25,0,0,11.120000000000001,1.495,0.49,0.73,126,10.05378858746492
Pempheris schwenkii,62.5,0,56.25,68.75,0,0,11.120000000000001,1.495,0.49,0.73,126,10.05378858746492
Pempheris schwenkii,75,0,68.75,81.25,0,0,11.120000000000001,1.495,0.49,0.73,126,10.05378858746492
Pempheris schwenkii,87.5,0,81.25,93.75,0,0,11.120000000000001,1.495,0.49,0.73,126,10.05378858746492
Pempheris schwenkii,100,0,93.75,106.25,0,0,11.120000000000001,1.495,0.49,0.73,126,10.05378858746492
Pempheris schwenkii,112.5,0,106.25,118.75,0,0,11.120000000000001,1.495,0.49,0.73,126,10.05378858746492
Pempheris schwenkii,125,0,118.75,131.25,0,0,11.120000000000001,1.495,0.49,0.73,126,10.05378858746492
Pempheris schwenkii,137.5,0,131.25,143.75,0,0,11.120000000000001,1.495,0.49,0.73,126,10.05378858746492
Pempheris schwenkii,150,0,143.75,156.25,0,0,11.120000000000001,1.495,0.49,0.73,126,10.05378858746492
Pempheris schwenkii,162.5,0,156.25,168.75,0,0,11.120000000000001,1.495,0.49,0.73,126,10.05378858746492
Pempheris schwenkii,175,0,168.75,181.25,0,0,11.120000000000001,1.495,0.49,0.73,126,10.05378858746492
Pempheris schwenkii,187.5,0,181.25,193.75,0,0,11.120000000000001,1.495,0.49,0.73,126,10.05378858746492
Pempheris schwenkii,200,0,193.75,225,0,0,11.120000000000001,1.495,0.49,0.73,126,10.05378858746492
Pempheris schwenkii,250,0,225,275,0,0,11.120000000000001,1.495,0.49,0.73,126,10.05378858746492
Pempheris schwenkii,300,0,275,325,0,0,11.120000000000001,1.495,0.49,0.73,126,10.05378858746492
Pempheris schwenkii,350,0,325,375,0,0,11.120000000000001,1.495,0.49,0.73,126,10.05378858746492
Pempheris schwenkii,400,0,375,450,0,0,11.120000000000001,1.495,0.49,0.73,126,10.05378858746492
Parupeneus barberinus,2.5,0.2489642243685595,1.25,3.75,0.09691892159505355,0.08309726156751653,32.7,0.172,4.223875212,0.73,280,17.433899905571295
Parupeneus barberinus,5,0.19816117937789357,3.75,6.25,0.09353254083075246,0.13786591123701605,32.7,0.172,4.223875212,0.73,280,17.433899905571295
Parupeneus barberinus,7.5,0.15508704178293387,6.25,8.75,0.09001523761325067,0.01794145420207743,32.7,0.172,4.223875212,0.73,280,17.433899905571295
Parupeneus barberinus,10,0.20835475527961034,8.75,11.25,0.168881163119475,0.04343720491029273,32.7,0.172,4.223875212,0.73,280,17.433899905571295
Parupeneus barberinus,12.5,0.06525353772813555,11.25,13.75,0.07850946437313999,0.07365439093484419,32.7,0.172,4.223875212,0.73,280,17.433899905571295
Parupeneus barberinus,15,0.07763313330795404,13.75,17.5,0.14402900097366697,0.13408876298394712,32.7,0.172,4.223875212,0.73,280,17.433899905571295
Parupeneus barberinus,20,0.03296952000450024,17.5,22.5,0.1245974684658419,0.16336166194523136,32.7,0.172,4.223875212,0.73,280,17.433899905571295
Parupeneus barberinus,25,0.01258629283244571,22.5,27.5,0.13986808737698514,0.1907459867799811,32.7,0.172,4.223875212,0.73,280,17.433899905571295
Parupeneus barberinus,30,9.196719531451342e-4,27.5,32.5,0.04804303938125388,0.1076487252124646,32.7,0.172,4.223875212,0.73,280,17.433899905571295
Parupeneus barberinus,35,7.06433648219591e-5,32.5,37.5,0.015480754949473834,0.03305004721435316,32.7,0.172,4.223875212,0.73,280,17.433899905571295
Parupeneus barberinus,40,0,37.5,45,1.2432132110656976e-4,0.01416430594900849,32.7,0.172,4.223875212,0.73,280,17.433899905571295
Parupeneus barberinus,50,0,45,56.25,0,9.442870632672332e-4,32.7,0.172,4.223875212,0.73,280,17.433899905571295
Parupeneus barberinus,62.5,0,56.25,68.75,0,0,32.7,0.172,4.223875212,0.73,280,17.433899905571295
Parupeneus barberinus,75,0,68.75,81.25,0,0,32.7,0.172,4.223875212,0.73,280,17.433899905571295
Parupeneus barberinus,87.5,0,81.25,93.75,0,0,32.7,0.172,4.223875212,0.73,280,17.433899905571295
Parupeneus barberinus,100,0,93.75,106.25,0,0,32.7,0.172,4.223875212,0.73,280,17.433899905571295
Parupeneus barberinus,112.5,0,106.25,118.75,0,0,32.7,0.172,4.223875212,0.73,280,17.433899905571295
Parupeneus barberinus,125,0,118.75,131.25,0,0,32.7,0.172,4.223875212,0.73,280,17.433899905571295
Parupeneus barberinus,137.5,0,131.25,143.75,0,0,32.7,0.172,4.223875212,0.73,280,17.433899905571295
Parupeneus barberinus,150,0,143.75,156.25,0,0,32.7,0.172,4.223875212,0.73,280,17.433899905571295
Parupeneus barberinus,162.5,0,156.25,168.75,0,0,32.7,0.172,4.223875212,0.73,280,17.433899905571295
Parupeneus barberinus,175,0,168.75,181.25,0,0,32.7,0.172,4.223875212,0.73,280,17.433899905571295
Parupeneus barberinus,187.5,0,181.25,193.75,0,0,32.7,0.172,4.223875212,0.73,280,17.433899905571295
Parupeneus barberinus,200,0,193.75,225,0,0,32.7,0.172,4.223875212,0.73,280,17.433899905571295
Parupeneus barberinus,250,0,225,275,0,0,32.7,0.172,4.223875212,0.73,280,17.433899905571295
Parupeneus barberinus,300,0,275,325,0,0,32.7,0.172,4.223875212,0.73,280,17.433899905571295
Parupeneus barberinus,350,0,325,375,0,0,32.7,0.172,4.223875212,0.73,280,17.433899905571295
Parupeneus barberinus,400,0,375,450,0,0,32.7,0.172,4.223875212,0.73,280,17.433899905571295
Lutjanus vitta,2.5,0.06428975977676783,1.25,3.75,0.13130097621839631,0,24.52,0.52,0.707334314,0.367813843,280,21.72712933753943
Lutjanus vitta,5,0.06619819930866884,3.75,6.25,0.12491569126339698,0,24.52,0.52,0.707334314,0.367813843,280,21.72712933753943
Lutjanus vitta,7.5,0.06839035451708297,6.25,8.75,0.11818009142308597,0,24.52,0.52,0.707334314,0.367813843,280,21.72712933753943
Lutjanus vitta,10,0.1449680846429061,8.75,11.25,0.2144006715126892,0.10199789695057834,24.52,0.52,0.707334314,0.367813843,280,21.72712933753943
Lutjanus vitta,12.5,0.07779547606321653,11.25,13.75,0.09507523239639266,0.00315457413249211,24.52,0.52,0.707334314,0.367813843,280,21.72712933753943
Lutjanus vitta,15,0.1722281669098262,13.75,17.5,0.16153497063838065,0.12723449001051526,24.52,0.52,0.707334314,0.367813843,280,21.72712933753943
Lutjanus vitta,20,0.21114184402438466,17.5,22.5,0.1101455967807427,0.15457413249211358,24.52,0.52,0.707334314,0.367813843,280,21.72712933753943
Lutjanus vitta,25,0.19029671134214515,22.5,27.5,0.04410214181156017,0.5467928496319664,24.52,0.52,0.707334314,0.367813843,280,21.72712933753943
Lutjanus vitta,30,0.004691403415001652,27.5,32.5,3.4462795535532503e-4,0.06414300736067298,24.52,0.52,0.707334314,0.367813843,280,21.72712933753943
Lutjanus vitta,35,0,32.5,37.5,0,0.0021030494216614,24.52,0.52,0.707334314,0.367813843,280,21.72712933753943
Lutjanus vitta,40,0,37.5,45,0,0,24.52,0.52,0.707334314,0.367813843,280,21.72712933753943
Lutjanus vitta,50,0,45,56.25,0,0,24.52,0.52,0.707334314,0.367813843,280,21.72712933753943
Lutjanus vitta,62.5,0,56.25,68.75,0,0,24.52,0.52,0.707334314,0.367813843,280,21.72712933753943
Lutjanus vitta,75,0,68.75,81.25,0,0,24.52,0.52,0.707334314,0.367813843,280,21.72712933753943
Lutjanus vitta,87.5,0,81.25,93.75,0,0,24.52,0.52,0.707334314,0.367813843,280,21.72712933753943
Lutjanus vitta,100,0,93.75,106.25,0,0,24.52,0.52,0.707334314,0.367813843,280,21.72712933753943
Lutjanus vitta,112.5,0,106.25,118.75,0,0,24.52,0.52,0.707334314,0.367813843,280,21.72712933753943
Lutjanus vitta,125,0,118.75,131.25,0,0,24.52,0.52,0.707334314,0.367813843,280,21.72712933753943
Lutjanus vitta,137.5,0,131.25,143.75,0,0,24.52,0.52,0.707334314,0.367813843,280,21.72712933753943
Lutjanus vitta,150,0,143.75,156.25,0,0,24.52,0.52,0.707334314,0.367813843,280,21.72712933753943
Lutjanus vitta,162.5,0,156.25,168.75,0,0,24.52,0.52,0.707334314,0.367813843,280,21.72712933753943
Lutjanus vitta,175,0,168.75,181.25,0,0,24.52,0.52,0.707334314,0.367813843,280,21.72712933753943
Lutjanus vitta,187.5,0,181.25,193.75,0,0,24.52,0.52,0.707334314,0.367813843,280,21.72712933753943
Lutjanus vitta,200,0,193.75,225,0,0,24.52,0.52,0.707334314,0.367813843,280,21.72712933753943
Lutjanus vitta,250,0,225,275,0,0,24.52,0.52,0.707334314,0.367813843,280,21.72712933753943
Lutjanus vitta,300,0,275,325,0,0,24.52,0.52,0.707334314,0.367813843,280,21.72712933753943
Lutjanus vitta,350,0,325,375,0,0,24.52,0.52,0.707334314,0.367813843,280,21.72712933753943
Lutjanus vitta,400,0,375,450,0,0,24.52,0.52,0.707334314,0.367813843,280,21.72712933753943
Hyporhamphus melanochir,2.5,0.07665917935310473,1.25,3.75,0.1103036733711244,0,28.910000000000004,0.628,1.023058947,0.642481019,377.5,20.77540106951872
Hyporhamphus melanochir,5,0.07651381204761155,3.75,6.25,0.10587106309085682,0,28.910000000000004,0.628,1.023058947,0.642481019,377.5,20.77540106951872
Hyporhamphus melanochir,7.5,0.07635659999870785,6.25,8.75,0.10124117546092683,0.0267379679144385,28.910000000000004,0.628,1.023058947,0.642481019,377.5,20.77540106951872
Hyporhamphus melanochir,10,0.1521737257748077,8.75,11.25,0.18765311285824787,0.0106951871657754,28.910000000000004,0.628,1.023058947,0.642481019,377.5,20.77540106951872
Hyporhamphus melanochir,12.5,0.0757740539818797,11.25,13.75,0.0858345946452017,0.0588235294117647,28.910000000000004,0.628,1.023058947,0.642481019,377.5,20.77540106951872
Hyporhamphus melanochir,15,0.15076635489866283,13.75,17.5,0.15375150187134845,0.32085561497326204,28.910000000000004,0.628,1.023058947,0.642481019,377.5,20.77540106951872
Hyporhamphus melanochir,20,0.14932344979228626,17.5,22.5,0.12575818032264321,0.1443850267379679,28.910000000000004,0.628,1.023058947,0.642481019,377.5,20.77540106951872
Hyporhamphus melanochir,25,0.19131521877241078,22.5,27.5,0.11132572608095728,0.22459893048128343,28.910000000000004,0.628,1.023058947,0.642481019,377.5,20.77540106951872
Hyporhamphus melanochir,30,0.046598297371974476,27.5,32.5,0.017148640123760887,0.213903743315508,28.910000000000004,0.628,1.023058947,0.642481019,377.5,20.77540106951872
Hyporhamphus melanochir,35,0.004519308008554058,32.5,37.5,0.0011123321749326248,0,28.910000000000004,0.628,1.023058947,0.642481019,377.5,20.77540106951872
Hyporhamphus melanochir,40,0,37.5,45,0,0,28.910000000000004,0.628,1.023058947,0.642481019,377.5,20.77540106951872
Hyporhamphus melanochir,50,0,45,56.25,0,0,28.910000000000004,0.628,1.023058947,0.642481019,377.5,20.77540106951872
Hyporhamphus melanochir,62.5,0,56.25,68.75,0,0,28.910000000000004,0.628,1.023058947,0.642481019,377.5,20.77540106951872
Hyporhamphus melanochir,75,0,68.75,81.25,0,0,28.910000000000004,0.628,1.023058947,0.642481019,377.5,20.77540106951872
Hyporhamphus melanochir,87.5,0,81.25,93.75,0,0,28.910000000000004,0.628,1.023058947,0.642481019,377.5,20.77540106951872
Hyporhamphus melanochir,100,0,93.75,106.25,0,0,28.910000000000004,0.628,1.023058947,0.642481019,377.5,20.77540106951872
Hyporhamphus melanochir,112.5,0,106.25,118.75,0,0,28.910000000000004,0.628,1.023058947,0.642481019,377.5,20.77540106951872
Hyporhamphus melanochir,125,0,118.75,131.25,0,0,28.910000000000004,0.628,1.023058947,0.642481019,377.5,20.77540106951872
Hyporhamphus melanochir,137.5,0,131.25,143.75,0,0,28.910000000000004,0.628,1.023058947,0.642481019,377.5,20.77540106951872
Hyporhamphus melanochir,150,0,143.75,156.25,0,0,28.910000000000004,0.628,1.023058947,0.642481019,377.5,20.77540106951872
Hyporhamphus melanochir,162.5,0,156.25,168.75,0,0,28.910000000000004,0.628,1.023058947,0.642481019,377.5,20.77540106951872
Hyporhamphus melanochir,175,0,168.75,181.25,0,0,28.910000000000004,0.628,1.023058947,0.642481019,377.5,20.77540106951872
Hyporhamphus melanochir,187.5,0,181.25,193.75,0,0,28.910000000000004,0.628,1.023058947,0.642481019,377.5,20.77540106951872
Hyporhamphus melanochir,200,0,193.75,225,0,0,28.910000000000004,0.628,1.023058947,0.642481019,377.5,20.77540106951872
Hyporhamphus melanochir,250,0,225,275,0,0,28.910000000000004,0.628,1.023058947,0.642481019,377.5,20.77540106951872
Hyporhamphus melanochir,300,0,275,325,0,0,28.910000000000004,0.628,1.023058947,0.642481019,377.5,20.77540106951872
Hyporhamphus melanochir,350,0,325,375,0,0,28.910000000000004,0.628,1.023058947,0.642481019,377.5,20.77540106951872
Hyporhamphus melanochir,400,0,375,450,0,0,28.910000000000004,0.628,1.023058947,0.642481019,377.5,20.77540106951872
Scarus psittacus,2.5,0.15857433149979702,1.25,3.75,0.1922942907677858,0.00323624595469255,17.2,0.717,1.211926701,0.87,200,19.851672060409925
Scarus psittacus,5,0.15341918269023858,3.75,6.25,0.1778925044398977,0.01510248112189859,17.2,0.717,1.211926701,0.87,200,19.851672060409925
Scarus psittacus,7.5,0.14750797640635416,6.25,8.75,0.1621885892518908,0.03020496224379719,17.2,0.717,1.211926701,0.87,200,19.851672060409925
Scarus psittacus,10,0.2723202705987859,8.75,11.25,0.2694285462816384,0.1197411003236246,17.2,0.717,1.211926701,0.87,200,19.851672060409925
Scarus psittacus,12.5,0.11938612785746106,11.25,13.75,0.10003002130427496,0.09277238403451996,17.2,0.717,1.211926701,0.87,200,19.851672060409925
Scarus psittacus,15,0.13805144215055315,13.75,17.5,0.09292377361766362,0.13807982740021574,17.2,0.717,1.211926701,0.87,200,19.851672060409925
Scarus psittacus,20,0.010740668796810137,17.5,22.5,0.005242274336848679,0.18338727076591155,17.2,0.717,1.211926701,0.87,200,19.851672060409925
Scarus psittacus,25,0,22.5,27.5,0,0.2535059331175836,17.2,0.717,1.211926701,0.87,200,19.851672060409925
Scarus psittacus,30,0,27.5,32.5,0,0.13592233009708737,17.2,0.717,1.211926701,0.87,200,19.851672060409925
Scarus psittacus,35,0,32.5,37.5,0,0.01833872707659115,17.2,0.717,1.211926701,0.87,200,19.851672060409925
Scarus psittacus,40,0,37.5,45,0,0.00970873786407766,17.2,0.717,1.211926701,0.87,200,19.851672060409925
Scarus psittacus,50,0,45,56.25,0,0,17.2,0.717,1.211926701,0.87,200,19.851672060409925
Scarus psittacus,62.5,0,56.25,68.75,0,0,17.2,0.717,1.211926701,0.87,200,19.851672060409925
Scarus psittacus,75,0,68.75,81.25,0,0,17.2,0.717,1.211926701,0.87,200,19.851672060409925
Scarus psittacus,87.5,0,81.25,93.75,0,0,17.2,0.717,1.211926701,0.87,200,19.851672060409925
Scarus psittacus,100,0,93.75,106.25,0,0,17.2,0.717,1.211926701,0.87,200,19.851672060409925
Scarus psittacus,112.5,0,106.25,118.75,0,0,17.2,0.717,1.211926701,0.87,200,19.851672060409925
Scarus psittacus,125,0,118.75,131.25,0,0,17.2,0.717,1.211926701,0.87,200,19.851672060409925
Scarus psittacus,137.5,0,131.25,143.75,0,0,17.2,0.717,1.211926701,0.87,200,19.851672060409925
Scarus psittacus,150,0,143.75,156.25,0,0,17.2,0.717,1.211926701,0.87,200,19.851672060409925
Scarus psittacus,162.5,0,156.25,168.75,0,0,17.2,0.717,1.211926701,0.87,200,19.851672060409925
Scarus psittacus,175,0,168.75,181.25,0,0,17.2,0.717,1.211926701,0.87,200,19.851672060409925
Scarus psittacus,187.5,0,181.25,193.75,0,0,17.2,0.717,1.211926701,0.87,200,19.851672060409925
Scarus psittacus,200,0,193.75,225,0,0,17.2,0.717,1.211926701,0.87,200,19.851672060409925
Scarus psittacus,250,0,225,275,0,0,17.2,0.717,1.211926701,0.87,200,19.851672060409925
Scarus psittacus,300,0,275,325,0,0,17.2,0.717,1.211926701,0.87,200,19.851672060409925
Scarus psittacus,350,0,325,375,0,0,17.2,0.717,1.211926701,0.87,200,19.851672060409925
Scarus psittacus,400,0,375,450,0,0,17.2,0.717,1.211926701,0.87,200,19.851672060409925
Decapterus macarellus,2.5,0.06614726191873806,1.25,3.75,0.07413070495886888,0,42.3,0.411,1.332624719,0.54770876,420,16.316989737742304
Decapterus macarellus,5,0.06498500485607864,3.75,6.25,0.07218309669713616,0,42.3,0.411,1.332624719,0.54770876,420,16.316989737742304
Decapterus macarellus,7.5,0.0637800569922196,6.25,8.75,0.07018061107554245,0.11402508551881414,42.3,0.411,1.332624719,0.54770876,420,16.316989737742304
Decapterus macarellus,10,0.12374569089725392,8.75,11.25,0.1341084312069253,0.01710376282782212,42.3,0.411,1.332624719,0.54770876,420,16.316989737742304
Decapterus macarellus,12.5,0.05985250328185534,11.25,13.75,0.06379008871839845,0.17103762827822122,42.3,0.411,1.332624719,0.54770876,420,16.316989737742304
Decapterus macarellus,15,0.11532813217072052,13.75,17.5,0.12064948969435463,0.28506271379703535,42.3,0.411,1.332624719,0.54770876,420,16.316989737742304
Decapterus macarellus,20,0.10892557926080877,17.5,22.5,0.110747892332772,0.34207525655644244,42.3,0.411,1.332624719,0.54770876,420,16.316989737742304
Decapterus macarellus,25,0.1493057408454913,22.5,27.5,0.14521302637879366,0.03648802736602052,42.3,0.411,1.332624719,0.54770876,420,16.316989737742304
Decapterus macarellus,30,0.08788648515961024,27.5,32.5,0.08045666571617645,0.02280501710376283,42.3,0.411,1.332624719,0.54770876,420,16.316989737742304
Decapterus macarellus,35,0.10345048400695861,32.5,37.5,0.08697846332632123,0.00342075256556442,42.3,0.411,1.332624719,0.54770876,420,16.316989737742304
Decapterus macarellus,40,0.05367194253818159,37.5,45,0.03973551264600337,0.00798175598631699,42.3,0.411,1.332624719,0.54770876,420,16.316989737742304
Decapterus macarellus,50,0.0029211180720834177,45,56.25,0.001826017248707423,0,42.3,0.411,1.332624719,0.54770876,420,16.316989737742304
Decapterus macarellus,62.5,0,56.25,68.75,0,0,42.3,0.411,1.332624719,0.54770876,420,16.316989737742304
Decapterus macarellus,75,0,68.75,81.25,0,0,42.3,0.411,1.332624719,0.54770876,420,16.316989737742304
Decapterus macarellus,87.5,0,81.25,93.75,0,0,42.3,0.411,1.332624719,0.54770876,420,16.316989737742304
Decapterus macarellus,100,0,93.75,106.25,0,0,42.3,0.411,1.332624719,0.54770876,420,16.316989737742304
Decapterus macarellus,112.5,0,106.25,118.75,0,0,42.3,0.411,1.332624719,0.54770876,420,16.316989737742304
Decapterus macarellus,125,0,118.75,131.25,0,0,42.3,0.411,1.332624719,0.54770876,420,16.316989737742304
Decapterus macarellus,137.5,0,131.25,143.75,0,0,42.3,0.411,1.332624719,0.54770876,420,16.316989737742304
Decapterus macarellus,150,0,143.75,156.25,0,0,42.3,0.411,1.332624719,0.54770876,420,16.316989737742304
Decapterus macarellus,162.5,0,156.25,168.75,0,0,42.3,0.411,1.332624719,0.54770876,420,16.316989737742304
Decapterus macarellus,175,0,168.75,181.25,0,0,42.3,0.411,1.332624719,0.54770876,420,16.316989737742304
Decapterus macarellus,187.5,0,181.25,193.75,0,0,42.3,0.411,1.332624719,0.54770876,420,16.316989737742304
Decapterus macarellus,200,0,193.75,225,0,0,42.3,0.411,1.332624719,0.54770876,420,16.316989737742304
Decapterus macarellus,250,0,225,275,0,0,42.3,0.411,1.332624719,0.54770876,420,16.316989737742304
Decapterus macarellus,300,0,275,325,0,0,42.3,0.411,1.332624719,0.54770876,420,16.316989737742304
Decapterus macarellus,350,0,325,375,0,0,42.3,0.411,1.332624719,0.54770876,420,16.316989737742304
Decapterus macarellus,400,0,375,450,0,0,42.3,0.411,1.332624719,0.54770876,420,16.316989737742304
Cephalopholis boenak,2.5,0.15952371011588315,1.25,3.75,0.227368016970404,0.00147275405007363,14.766,0.397,1.009127242,0.400623515,215,12.982326951399116
Cephalopholis boenak,5,0.15924420816284876,3.75,6.25,0.20660494704226898,0.03681885125184094,14.766,0.397,1.009127242,0.400623515,215,12.982326951399116
Cephalopholis boenak,7.5,0.15889628042048226,6.25,8.75,0.18343889981528982,0.11045655375552282,14.766,0.397,1.009127242,0.400623515,215,12.982326951399116
Cephalopholis boenak,10,0.3157919763223574,8.75,11.25,0.28014627251856455,0.21354933726067743,14.766,0.397,1.009127242,0.400623515,215,12.982326951399116
Cephalopholis boenak,12.5,0.13443000157727242,11.25,13.75,0.07547567234756425,0.23564064801178203,14.766,0.397,1.009127242,0.400623515,215,12.982326951399116
Cephalopholis boenak,15,0.07211382340115605,13.75,17.5,0.026966191305908483,0.2415316642120766,14.766,0.397,1.009127242,0.400623515,215,12.982326951399116
Cephalopholis boenak,20,0,17.5,22.5,0,0.15169366715758467,14.766,0.397,1.009127242,0.400623515,215,12.982326951399116
Cephalopholis boenak,25,0,22.5,27.5,0,0.00736377025036818,14.766,0.397,1.009127242,0.400623515,215,12.982326951399116
Cephalopholis boenak,30,0,27.5,32.5,0,0.00147275405007363,14.766,0.397,1.009127242,0.400623515,215,12.982326951399116
Cephalopholis boenak,35,0,32.5,37.5,0,0,14.766,0.397,1.009127242,0.400623515,215,12.982326951399116
Cephalopholis boenak,40,0,37.5,45,0,0,14.766,0.397,1.009127242,0.400623515,215,12.982326951399116
Cephalopholis boenak,50,0,45,56.25,0,0,14.766,0.397,1.009127242,0.400623515,215,12.982326951399116
Cephalopholis boenak,62.5,0,56.25,68.75,0,0,14.766,0.397,1.009127242,0.400623515,215,12.982326951399116
Cephalopholis boenak,75,0,68.75,81.25,0,0,14.766,0.397,1.009127242,0.400623515,215,12.982326951399116
Cephalopholis boenak,87.5,0,81.25,93.75,0,0,14.766,0.397,1.009127242,0.400623515,215,12.982326951399116
Cephalopholis boenak,100,0,93.75,106.25,0,0,14.766,0.397,1.009127242,0.400623515,215,12.982326951399116
Cephalopholis boenak,112.5,0,106.25,118.75,0,0,14.766,0.397,1.009127242,0.400623515,215,12.982326951399116
Cephalopholis boenak,125,0,118.75,131.25,0,0,14.766,0.397,1.009127242,0.400623515,215,12.982326951399116
Cephalopholis boenak,137.5,0,131.25,143.75,0,0,14.766,0.397,1.009127242,0.400623515,215,12.982326951399116
Cephalopholis boenak,150,0,143.75,156.25,0,0,14.766,0.397,1.009127242,0.400623515,215,12.982326951399116
Cephalopholis boenak,162.5,0,156.25,168.75,0,0,14.766,0.397,1.009127242,0.400623515,215,12.982326951399116
Cephalopholis boenak,175,0,168.75,181.25,0,0,14.766,0.397,1.009127242,0.400623515,215,12.982326951399116
Cephalopholis boenak,187.5,0,181.25,193.75,0,0,14.766,0.397,1.009127242,0.400623515,215,12.982326951399116
Cephalopholis boenak,200,0,193.75,225,0,0,14.766,0.397,1.009127242,0.400623515,215,12.982326951399116
Cephalopholis boenak,250,0,225,275,0,0,14.766,0.397,1.009127242,0.400623515,215,12.982326951399116
Cephalopholis boenak,300,0,275,325,0,0,14.766,0.397,1.009127242,0.400623515,215,12.982326951399116
Cephalopholis boenak,350,0,325,375,0,0,14.766,0.397,1.009127242,0.400623515,215,12.982326951399116
Cephalopholis boenak,400,0,375,450,0,0,14.766,0.397,1.009127242,0.400623515,215,12.982326951399116
Bodianus mesothorax,2.5,0.13374285394014124,1.25,3.75,0.31648471349488283,0.00483091787439613,11,0.36,0.563407314,0.202826633,130,13.385668276972625
Bodianus mesothorax,5,0.15267010424840266,3.75,6.25,0.27265066345843797,0.0144927536231884,11,0.36,0.563407314,0.202826633,130,13.385668276972625
Bodianus mesothorax,7.5,0.18618316332249746,6.25,8.75,0.21970540656982368,0.04830917874396135,11,0.36,0.563407314,0.202826633,130,13.385668276972625
Bodianus mesothorax,10,0.4976460038112319,8.75,11.25,0.18906736467317523,0.15136876006441224,11,0.36,0.563407314,0.202826633,130,13.385668276972625
Bodianus mesothorax,12.5,0.02975787467772671,11.25,13.75,0.00209185180368025,0.3188405797101449,11,0.36,0.563407314,0.202826633,130,13.385668276972625
Bodianus mesothorax,15,0,13.75,17.5,0,0.3671497584541063,11,0.36,0.563407314,0.202826633,130,13.385668276972625
